위도,경도,name,addr:full,발전원,용량KW,허가일,start_date,source:date
36.190062,128.264364,봉우산,경상북도 김천시 아포읍 예리길 166-50(건물위),태양광,62.13,2017-02-16,2017-09-13,2019-11-28
36.073218,128.14492,썬,경상북도 김천시 감천면 광기리 산7,태양광,99,2017-02-22,2019-01-11,2019-11-28
36.073218,128.14492,하늘사랑,경상북도 김천시 감천면 광기리 산7,태양광,99,2017-02-22,2019-01-11,2019-11-28
36.073218,128.14492,청광,경상북도 김천시 감천면 광기리 산7,태양광,99,2017-02-22,2019-01-11,2019-11-28
36.073218,128.14492,춘양수1호,경상북도 김천시 감천면 광기리 산7,태양광,99,2017-02-22,2019-01-11,2019-11-28
36.073218,128.14492,춘양수2호,경상북도 김천시 감천면 광기리 산7,태양광,99,2017-02-22,2019-01-11,2019-11-28
36.073218,128.14492,춘양수3호,경상북도 김천시 감천면 광기리 산7,태양광,99,2017-02-22,2019-01-11,2019-11-28
36.068109,128.281547,남면솔라파크1,"경상북도 김천시 남면 부상리 276,277",태양광,99.36,2017-02-27,2018-01-18,2019-11-28
36.068109,128.281547,남면솔라파크2,"경상북도 김천시 남면 부상리 276,277",태양광,99.36,2017-02-27,2018-01-18,2019-11-28
36.068109,128.281547,남면솔라파크3,"경상북도 김천시 남면 부상리 276,277",태양광,99.36,2017-02-27,2018-01-18,2019-11-28
36.068109,128.281547,남면솔라파크4,"경상북도 김천시 남면 부상리 276,277",태양광,99.36,2017-02-27,2018-01-18,2019-11-28
36.068109,128.281547,남면솔라파크5,"경상북도 김천시 남면 부상리 276,277",태양광,99.36,2017-02-27,2018-01-18,2019-11-28
36.188608,128.261542,청솔,"경상북도 김천시 아포읍 예리338-2,338-3(건물 위)",태양광,67.45,2017-02-27,2017-09-22,2019-11-28
36.03529,128.186829,㈜와이즈솔라(와이즈솔라21호),경상북도 김천시 농소면 봉곡리 산67,태양광,1498.5,2015-12-21,2019-01-24,2019-11-28
36.225129,128.190157,삼성리,"경상북도 김천시 감문면 삼성리 124-1,124-3,125-2,126,127,128,120-3,산62",태양광,217.6,2017-03-22,2018-03-5.,2019-11-28
36.135705,128.067749,반석,경상북도 김천시 봉산면 신리 308-7,태양광,98.83,2017-03-27,2018-09-11,2019-11-28
36.136966,128.065204,하이행복,경상북도 김천시 봉산면 신리 308-26,태양광,98.83,2017-03-27,2018-9.-11,2019-11-28
36.189123,128.263758,명순,경상북도 김천시 아포읍 예리 346-2(건물 위),태양광,62.4,2017-03-28,2017-11-.8,2019-11-28
35.939092,127.984257,풍년,경상북도 김천시 대덕면 중산리 70(건물 위),태양광,74.88,2017-04-13,2017-7.-31,2019-11-28
36.182531,128.245488,지리발전소,"경상북도 김천시 아포읍 지리 529,530",태양광,195.84,2017-04-13,2017-10-26,2019-11-28
36.069922,128.12173,에스솔라1호,"경상북도 김천시 감천면 광기리 산116-2,산116-4",태양광,199.8,2017-05-17,2018-7.-11,2019-11-28
36.069922,128.12173,에스솔라2호,"경상북도 김천시 감천면 광기리 산116-2,산116-3,산116-4",태양광,199.8,2017-05-17,2018-7.-11,2019-11-28
35.989197,127.952623,사등영농조합법인,경상북도 김천시 부항면 사등리 486,태양광,94.5,2017-06-19,2018-5.-16,2019-11-28
35.915658,127.968379,송찬호,경상북도 김천시 대덕면 관기리 343-1(건물 위),태양광,9.92,2017-06-20,2018-05-10,2019-11-28
36.154108,128.162308,동우,경상북도 김천시 개령면 황계리 611-1,태양광,94.5,2017-06-26,2018-02-08,2019-11-28
36.154108,128.162308,묘법화,경상북도 김천시 개령면 황계리 611-1,태양광,94.5,2017-06-26,2018-02-08,2019-11-28
36.216035,128.137745,참그린에너지,경상북도 김천시 감문면 도명리 223,태양광,96.48,2017-07-04,2018-04-24,2019-11-28
36.101188,128.047014,미소2호,"경상북도 김천시 대항면 덕전리 151,148,149",태양광,199.92,2017-07-04,2019-01-17,2019-11-28
36.101354,128.048104,태광2호,"경상북도 김천시 대항면 덕전리 148,149",태양광,299.88,2017-07-04,2019-01-17,2019-11-28
36.101354,128.048104,선재,"경상북도 김천시 대항면 덕전리 148,151",태양광,199.92,2017-07-04,2019-01-17,2019-11-28
36.101354,128.048104,대성,경상북도 김천시 대항면 덕전리 151,태양광,99.96,2017-07-04,2019-01-17,2019-11-28
36.100961,128.048004,우성고운빛,"경상북도 김천시 대항면 덕전리 122-1,149",태양광,99.96,2017-07-04,2019-01-17,2019-11-28
36.171941,128.247465,신촌1호,"경상북도 김천시 아포읍 인리 773-8,773-11",태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌2-1호,"경상북도 김천시 아포읍 인리 773-8,773-11",태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌3호,경상북도 김천시 아포읍 인리 773-8,태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌4호,경상북도 김천시 아포읍 인리 773-8,태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌5호,"경상북도 김천시 아포읍 인리 773-8,773-9,773-10",태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌6호,"경상북도 김천시 아포읍 인리 773-8,773-9,774-2",태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌7호,"경상북도 김천시 아포읍 인리 773-8,773-9,774-2",태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌8호,경상북도 김천시 아포읍 인리 773-26,태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌9호,"경상북도 김천시 아포읍 인리 773-8,746,747",태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌10호,"경상북도 김천시 아포읍 인리 773-8,746",태양광,99,2017-07-05,2018-06-04,2019-11-28
36.171941,128.247465,신촌11호,"경상북도 김천시 아포읍 인리 773-8,746",태양광,99,2017-07-05,2018-06-04,2019-11-28
36.161801,128.198025,아포농업협동조합,경상북도 김천시 아포읍 대신리958-3(건물위),태양광,199.92,2017-07-10,2018-01-08,2019-11-28
35.915207,127.967614,이영자,경상북도 김천시 대덕면 관기리 363(건물 위),태양광,9.92,2017-08-14,2018-05-17,2019-11-28
36.17862,128.239554,의리2호,경상북도 김천시 아포읍 의리 59,태양광,99,2017-08-16,2018-04-24,2019-11-28
35.971163,128.082587,JKC-1호,경상북도 김천시 지례면 이전리 산61,태양광,99.28,2017-08-30,2018-09-27,2019-11-28
35.971163,128.082587,JKC-2호,경상북도 김천시 지례면 이전리 산61-1,태양광,99.28,2017-08-30,2018-09-27,2019-11-28
35.971163,128.082587,JKC-3호,경상북도 김천시 지례면 이전리 산61-2,태양광,99.28,2017-08-30,2018-09-27,2019-11-28
35.971163,128.082587,JKC-4호,경상북도 김천시 지례면 이전리 산61-3,태양광,99.28,2017-08-30,2018-09-27,2019-11-28
35.971163,128.082587,JKC-5호,경상북도 김천시 지례면 이전리 산61-4,태양광,99.28,2017-08-30,2018-09-27,2019-11-28
35.971076,128.083465,JKC-6호,경상북도 김천시 지례면 이전리 659,태양광,99.28,2017-08-30,2018-09-27,2019-11-28
35.971076,128.083465,JKC-7호,경상북도 김천시 지례면 이전리 659-1,태양광,99.28,2017-08-30,2018-09-27,2019-11-28
35.971076,128.083465,JKC-8호,경상북도 김천시 지례면 이전리 659-2,태양광,99.28,2017-08-30,2018-09-27,2019-11-28
36.174372,128.245304,신촌12호,"경상북도 김천시 아포읍 인리 744-1,744-2,773-9",태양광,99,2017-09-04,2018-06-27,2019-11-28
36.174372,128.245304,신촌13호,"경상북도 김천시 아포읍 인리 744-1,744-2,747,773-8",태양광,99,2017-09-04,2018-07-05,2019-11-28
36.173919,128.245949,신촌14호,"경상북도 김천시 아포읍 인리 747,746",태양광,99,2017-09-04,2018-07-05,2019-11-28
36.174057,128.24618,신촌15호,경상북도 김천시 아포읍 인리 749,태양광,149.04,2017-09-04,2018-07-05,2019-11-28
36.172045,128.247583,신촌16호,"경상북도 김천시 아포읍 인리 773-16,773-17,773-18",태양광,400.14,2017-09-04,2019-05-22,2019-11-28
36.215886,128.137235,인빈,"경상북도 김천시 감문면 도명리 220,221,222",태양광,97.92,2017-09-08,2018-04-24,2019-11-28
36.215886,128.137235,성진,"경상북도 김천시 감문면 도명리 220,221,222",태양광,97.92,2017-09-08,2018-04-24,2019-11-28
36.161917,128.116879,더순수,경상북도 김천시 어모면 산업단지7로211(건물 위),태양광,377.4,2017-09-08,2018-06-19,2019-11-28
36.048729,128.154162,무안1호,경상북도 김천시 감천면 무안리 348,태양광,199.8,2017-09-08,2019-08-14,2019-11-28
36.048625,128.154173,무안2호,경상북도 김천시 감천면 무안리 347,태양광,97.2,2017-09-08,2019-04-02,2019-11-28
36.206868,128.18015,보광리,경상북도 김천시 감문면 보광리195,태양광,98.6,2017-09-14,2018-10-12,2019-11-28
36.105661,128.213126,운양,경상북도 김천시 남면 운곡리 496(건물 위),태양광,250.56,2017-09-25,2019-04-01,2019-11-28
36.155796,128.153961,혁신,경상북도 김천시 개령면 황계길 322-4(건물 위),태양광,97.92,2017-10-12,2018-02-08,2019-11-28
35.980319,128.093519,한우리,경상북도 김천시 조마면 신곡리 1283(건물 위),태양광,97.92,2017-10-23,2018-02-27,2019-11-28
36.050236,128.12504,대경태양광제1발전소,경상북도 김천시 감천면 도평5길 83(건물 위),태양광,145.44,2017-10-23,2018-04-23,2019-11-28
36.179975,128.124848,㈜유성,"경상북도 김천시 어모면 중앙리472-18,472-22,472-41,472-43,427-44,473-2(건물위)",태양광,149.6,2017-11-03,2018-05-02,2019-11-28
36.111369,128.079899,백옥,경상북도 김천시 백옥동 804-1,태양광,99.36,2017-11-09,2018-05-15,2019-11-28
36.066184,128.271272,금곡자산태양광발전소1호,경상북도 김천시 남면 부상리 236-6(건물 위),태양광,99.96,2017-11-15,2018-08-17,2019-11-28
36.183318,128.244442,진오,경상북도 김천시 아포읍 지리 537-2,태양광,97.2,2017-11-24,2018-09-21,2019-11-28
36.165013,128.15151,윤미화,경상북도 김천시 개령면 신룡리 431,태양광,97.92,2017-12-08,2018-08-10,2019-11-28
36.093621,128.245263,송곡1호,경상북도 김천시 남면 송곡리 245-1,태양광,99.83,2017-12-08,2018-07-25,2019-11-28
36.069926,128.14423,광기,경상북도 김천시 감천면 광기리 80,태양광,99.9,2017-12-18,2019-07-17,2019-11-28
36.069885,128.142815,진명,"경상북도 김천시 감천면 광기리 77-1,77-2",태양광,299.3,2017-12-18,2018-09-03,2019-11-28
35.987417,128.096786,계성,"경상북도 김천시 조마면 신곡리903,905,905-1,905-2,905-3,907-1,907-2(건물위)",태양광,498.23,2017-12-26,2018-04-9.,2019-11-28
36.230363,128.176586,삼화,경상북도 김천시 감문면 삼성리 893-1,태양광,99.28,2017-12-26,2018-12-14,2019-11-28
36.14924,128.162478,혁신2,경상북도 김천시 개령면 황계리 322-4(건물 위),태양광,99,2017-12-26,2018-02-13,2019-11-28
36.024263,128.138848,신왕진일,"경상북도 김천시 조마면 신왕리 664-1,664-2",태양광,99.06,2018-01-15,2019-03-06,2019-11-28
36.023962,128.138652,신왕현우,경상북도 김천시 조마면 신왕리 664-2,태양광,99.06,2018-01-15,2019-03-06,2019-11-28
36.023962,128.138652,해조아,경상북도 김천시 조마면 신왕리 664-2,태양광,99.06,2018-01-15,2019-03-06,2019-11-28
36.179394,128.260738,참수리,경상북도 김천시 아포읍 예리 626(건물 위),태양광,99.16,2018-01-15,2019-07-30,2019-11-28
36.002535,128.137914,박일기,"경상북도 김천시 조마면 대방리 174,175",태양광,97.92,2018-01-15,2018-07-11,2019-11-28
36.002535,128.137914,김옥화,"경상북도 김천시 조마면 대방리 174,178",태양광,97.92,2018-01-15,2018-07-11,2019-11-28
36.222793,128.08521,에코솔라,경상북도 김천시 어모면 옥계리 산183-1,태양광,499.8,2018-01-19,2019-09-03,2019-11-28
36.222793,128.08521,동아솔라,경상북도 김천시 어모면 옥계리 산183-1,태양광,499.8,2018-01-19,2019-09-03,2019-11-28
36.048313,128.154232,무안3호,"경상북도 김천시 감천면 무안리 349,354-1",태양광,97.2,2018-01-19,2019-04-10,2019-11-28
36.157169,128.189912,건영,"경상북도 김천시 아포읍 대신리 1052,1052-1,1051-2,1054,1541-4,1544-1,1539",태양광,840.23,2018-01-19,2018-10-12,2019-11-28
36.085608,128.111762,주경,경상북도 김천시 양천동1007(건물위),태양광,98.6,2018-01-19,2018-04-3.,2019-11-28
35.939726,127.962992,성암1호에너지,경상북도 김천시 대덕면 중산리 631-1,태양광,99.28,2018-01-19,2019-02-26,2019-11-28
35.939726,127.962992,성암2호에너지,경상북도 김천시 대덕면 중산리 631-1,태양광,99.28,2018-01-19,2019-02-26,2019-11-28
35.939726,127.962992,성암3호에너지,경상북도 김천시 대덕면 중산리 631-1,태양광,99.28,2018-01-19,2019-02-26,2019-11-28
36.12179,128.183789,SU799,경상북도 김천시 율곡동 799(건물 위),태양광,245.31,2018-02-27,2018-09-19,2019-11-28
36.207916,128.176615,보광,경상북도 김천시 감문면 보광리 239-6,태양광,99.28,2018-03-14,2019-08-23,2019-11-28
36.158798,128.243358,대웅,경상북도 김천시 아포읍 국사리 767-8(건물위),태양광,43.8,2018-03-14,2018-08-20,2019-11-28
36.110213,128.244112,동혜,"경상북도 김천시 남면 오봉리 959-2,960(건물위)",태양광,97.2,2018-03-23,2018-06-27,2019-11-28
36.146603,128.22836,아포1호,"경상북도 김천시 아포읍 제석리 1281-2,1281-5",태양광,99.28,2018-03-23,2018-11-26,2019-11-28
36.146974,128.228249,아포2호,"경상북도 김천시 아포읍 제석리 1281-1,1281-2,1282-1",태양광,99.28,2018-03-23,2018-11-26,2019-11-28
35.938083,127.963689,성암,"경상북도 김천시 대덕면 중산리 670,671",태양광,348.21,2018-03-23,2019-02-08,2019-11-28
36.21717,128.084924,(주)하늘,경상북도 김천시 어모면 옥계리 산155,태양광,997.56,2018-04-27,2019-09-09,2019-11-28
36.21717,128.084924,(주)바다,경상북도 김천시 어모면 옥계리 산155,태양광,997.56,2018-04-27,2019-09-09,2019-11-28
36.164114,128.141704,대우,경상북도 김천시 어모면 다남리 1396(공장지붕위),태양광,499.32,2018-04-27,2018-11-01,2019-11-28
36.145839,128.229546,율곡,"경상북도 김천시 아포읍 제석리 998-2,999",태양광,99.96,2018-05-04,2019-06-06,2019-11-28
36.16769,128.064487,대적,경상북도 김천시 봉산면 인의리 438,태양광,19.88,2018-05-04,2018-07-09,2019-11-28
36.139124,128.155108,황계리,경상북도 김천시 개령면 황계리 1413-17(건물위),태양광,99.9,2018-05-04,2019-05-02,2019-11-28
36.183581,128.252489,황소,경상북도 김천시 아포읍 황소길 98(건물위),태양광,41.14,2018-05-04,2018-11-16,2019-11-28
36.131891,128.226671,강남,"경상북도 김천시 남면 봉천리 1816-13, 14(건물위)",태양광,110.88,2018-05-18,2019-02-26,2019-11-28
36.172795,128.248183,홍부,"경상북도 김천시 아포읍 인리 775,775-2",태양광,295.2,2018-05-28,2019-04-26,2019-11-28
36.196386,128.154955,한솔발전소,경상북도 김천시 감문면 구야리 762,태양광,97.2,2018-06-15,2018-12-10,2019-11-28
36.195742,128.155156,정민발전소,"경상북도 김천시 감문면 구야리 759,762",태양광,97.2,2018-06-15,2018-12-10,2019-11-28
36.076216,128.257264,비전,경상북도 김천시 남면 사모실길 48(건물위),태양광,65.52,2018-06-15,2018-10-15,2019-11-28
36.174388,128.243763,신촌17호,"경상북도 김천시 아포읍 인리 1092,1095-1,1095-2",태양광,903.96,2018-06-26,2019-04-18,2019-11-28
36.174388,128.243763,김천금라1호,경상북도 김천시 감문면 금라리 290-3,태양광,99.9,2018-07-18,2019-09-25,2019-11-28
36.214372,128.16108,태경,"경상북도 김천시 감문면 금라리 290, 293-1",태양광,99.9,2018-07-18,2019-09-09,2019-11-28
36.214372,128.16108,드림,경상북도 김천시 감문면 금라리 290-1,태양광,99.9,2018-07-18,2019-09-09,2019-11-28
36.214372,128.16108,샬롬,"경상북도 김천시 감문면 금라리 290-2, 293-2",태양광,99.9,2018-07-18,2019-09-09,2019-11-28
36.12635,128.160424,성재,경상북도 김천시 감문면 금라리 243-5,태양광,99.9,2018-07-18,2019-09-10,2019-11-28
36.215515,128.161489,㈜다한금라리 가온2호,경상북도 김천시 감문면 금라리 293,태양광,99.9,2018-07-18,2019-09-10,2019-11-28
36.216315,128.160381,이현그린,"경상북도 김천시 감문면 금라리 243,244",태양광,99.9,2018-07-18,2019-09-10,2019-11-28
36.216315,128.160381,에스제이2,"경상북도 김천시 감문면 금라리 243-3, 244-1",태양광,99.9,2018-07-18,2019-09-10,2019-11-28
36.215563,128.160712,김천출곤8,경상북도 김천시 감문면 금라리 249-1,태양광,99.9,2018-07-18,2019-09-10,2019-11-28
36.214689,128.161123,김천영길2,경상북도 김천시 감문면 금라리 290-4,태양광,99.9,2018-07-18,2019-09-09,2019-11-28
36.215667,128.160679,김천명옥9,"경상북도 김천시 감문면 금라리 249, 243-6",태양광,99.9,2018-07-18,2019-09-10,2019-11-28
36.216281,128.160435,에스제이1,경상북도 김천시 감문면 금라리 243-4,태양광,99.9,2018-07-18,2019-09-10,2019-11-28
36.207448,128.137479,㈜영승가애,"경상북도 김천시 감문면 도명리 54-2,55,56,54-3,57-2",태양광,298.08,2018-07-30,2019-02-26,2019-11-28
36.173769,128.24483,신촌18호,"경상북도 김천시 아포읍 인리 745, 1091",태양광,780.03,2018-08-06,2019-04-18,2019-11-28
36.129502,128.109097,평화,"경상북도 김천시 평화동 106-11,12,13(건물위)",태양광,298.35,2018-08-06,2019-01-07,2019-11-28
36.149147,128.042961,덕천1호,경상북도 김천시 봉산면 덕천리 372,태양광,197.2,2018-08-21,2019-07-09,2019-11-28
36.061161,128.160576,㈜새빛에너지,경상북도 김천시 감천면 무안리 산12,태양광,492.75,2018-08-29,2019-06-24,2019-11-28
36.060061,128.160899,도솔,경상북도 김천시 감천면 무안리 487,태양광,98.55,2018-08-29,2019-06-24,2019-11-28
36.123925,128.070024,다수1호,경상북도 김천시 다수동 323,태양광,179.2,2018-09-06,2019-06-19,2019-11-28
36.153141,128.144532,동보,경상북도 김천시 묘광3길21-3(대광동)(건물위),태양광,17.28,2018-09-18,2019-01-17,2019-11-28
36.092795,128.245375,송곡5호,경상북도 김천시 남면 송곡리 245-1,태양광,99,2018-09-18,2018-12-10,2019-11-28
36.092795,128.245375,송곡6호,경상북도 김천시 남면 송곡리 245-1,태양광,99,2018-09-18,2018-12-10,2019-11-28
36.123549,128.085482,신명,경상북도 김천시 부곡동 983-1(건물위),태양광,18.72,2018-09-18,2018-12-14,2019-11-28
35.909387,127.956503,신생태양광㈜,경상북도 김천시 대덕면 화전리 244-3,태양광,992.8,2018-09-27,2019-09-09,2019-11-28
36.154821,128.198403,규진,경상북도 김천시 아포읍 대신리 873(건물위),태양광,99.9,2018-09-27,2019-06-28,2019-11-28
36.158439,128.048623,㈜봉산,"경상북도 김천시 봉산면 예지리 465-1,2",태양광,997.92,2018-09-27,2019-09-02,2019-11-28
36.158439,128.048623,㈜봉산2호,경상북도 김천시 봉산면 예지리 465-1,태양광,997.92,2018-09-27,2019-09-02,2019-11-28
36.158439,128.048623,봉산3호,경상북도 김천시 봉산면 예지리 465-1,태양광,498.96,2018-09-27,2019-09-02,2019-11-28
36.197133,128.155215,구야태양광발전소,"경상북도 김천시 감문면 구야리 763-1,763-2",태양광,99.72,2018-10-10,2019-05-29,2019-11-28
36.197133,128.155215,구야태양광발전소1호,"경상북도 김천시 감문면 구야리 763-1,763-2",태양광,95.76,2018-10-10,2019-05-29,2019-11-28
36.177652,128.258383,황소3,경상북도 김천시 아포읍 인리 260(건물위),태양광,99.28,2018-10-22,2019-04-05,2019-11-28
36.096457,128.200821,동우,"경상북도 김천시 농소면 입석리 211-3,211-4(건물위)",태양광,82.95,2018-10-22,2019-06-14,2019-11-28
36.151271,128.172696,도원,경상북도 김천시 개령면 서부리 597-42(건물위),태양광,169.65,2018-10-30,2019-07-05,2019-11-28
35.882246,128.042801,금곡,경상북도 김천시 증산면 금곡리 1326-84(건물위),태양광,44.4,2018-11-26,2019-05-30,2019-11-28
35.903315,127.957491,화전,경상북도 김천시 대덕면 화전리 289(가동 건물위),태양광,28.08,2018-11-26,2019-04-10,2019-11-28
36.092432,128.116396,김천위탁영농,"경상북도 김천시 양천동 262,262-2(건물위)",태양광,99,2018-11-26,2019-10-23,2019-11-28
36.21195,128.18088,동광에너지,경상북도 김천시 감문면 보광리 75-1(건물위),태양광,96.2,2018-11-26,2019-04-15,2019-11-28
36.232878,128.069783,옥수,"경상북도 김천시 어모면 능치리 49,48-1,50-4,50-5,50-8가동(건물위)",태양광,98.55,2018-11-29,2019-7.-26,2019-11-28
36.141126,128.063822,신세계 제2,"경상북도 김천시 봉산면 신리 426, 426-1(건물위)",태양광,65.7,2019-01-23,2019-11-06,2019-11-28
36.17488,128.244845,가비,경상북도 김천시 아포읍 인리 743,태양광,91.26,2019-01-23,2019-08-08,2019-11-28
36.17488,128.244845,구미리,경상북도 김천시 구성면 남김천대로 2167(건물위),태양광,19.5,2019-02-12,2019-04-23,2019-11-28
36.134974,128.154354,연암,경상북도 김천시 덕곡동 176-1 외1(건물위),태양광,299.7,2019-03-06,2019-06-18,2019-11-28
36.142796,128.227565,대성,경상북도 김천시 아포읍 제석리 1171,태양광,99.6,2019-03-07,2019-11-04,2019-11-28
36.169621,128.124005,제이에스,경상북도 김천시 어모면 남산리 1996(건물위),태양광,249.2,2019-03-19,2019-07-26,2019-11-28
36.230391,128.087351,에너원 김천제2태양광,경상북도 김천시 어모면 옥계리 524-3,태양광,98.8,2019-04-01,2019-06-17,2019-11-28
36.230391,128.087351,에너원 김천제1태양광,경상북도 김천시 어모면 옥계리 524-2,태양광,92.625,2019-04-01,2019-06-17,2019-11-28
36.090073,128.240481,청수그린필,경상북도 김천시 남면 송곡리 232-1번지 외2(건물위),태양광,90.09,2019-04-22,2019-09-09,2019-11-28
