위도,경도,name,addr:full,phone,source:date,amenity,healthcare:speciality,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
37.5655515,126.6749827,보아스이비인후과의원,"인천광역시 서구 승학로 497, 204호 (검암동, 검암프라자)",+82 32 563 2297,2020-08-28,doctors,,,승학로,497,,,,204
37.53256502,126.6502789,라임의원,"인천광역시 서구 중봉대로 594, 504~505호 (청라동, 청라비전프라자)",+82 32 564 5388,2020-08-28,doctors,,,중봉대로,594,,,,504-505
37.49526897,126.6844116,햇살한의원,"인천광역시 서구 건지로 402, 402동 304~305호 (가좌동, 가좌한신휴플러스)",+82 32 575 1275,2020-08-28,doctors,acupuncture,,건지로,402,,,,304-305
37.51848254,126.6726021,우리편한내과의원,"인천광역시 서구 가정로 375, 405~406호 (신현동, 금강아미움)",+82 32 577 1195,2020-08-28,doctors,,,가정로,375,,,,405-406
37.52370315,126.6240684,청라튼튼소아청소년과의원,"인천광역시 서구 솔빛로 24, 2층 (경서동, 부영프라자)",+82 32 564 5955,2020-08-28,doctors,,,솔빛로,24,,,2,
37.5334429,126.6529899,부모와아이마음의원,"인천광역시 서구 청라라임로 65, 402호 (청라동, 라임타워)",+82 32 562 5248,2020-08-28,doctors,,,청라라임로,65,,,,402
37.49526897,126.6844116,서울보스톤치과의원,"인천광역시 서구 건지로 402, 402동 302~303호 (가좌동, 한신휴플러스상가)",+82 32 575 2801,2020-08-28,dentist,,,건지로,402,,,,302-303
37.5334429,126.6529899,길벗내과의원,"인천광역시 서구 청라라임로 65, 4층 409~410호 (청라동, 라임타워)",+82 32 576 5900,2020-08-28,doctors,,,청라라임로,65,,,4,409-410
37.5655515,126.6749827,서울리더스치과의원,"인천광역시 서구 승학로 497, 301~302호 (검암동, 검암프라자)",+82 32 566 1275,2020-08-28,dentist,,,승학로,497,,,,301-302
37.52553489,126.6305059,맑은미소치과의원 (청라),,+82 32 566 2879,2020-08-28,dentist,,,솔빛로,86,경서동,,2,
37.53209493,126.6509323,마음행복정신건강의학과의원,"인천광역시 서구 중봉대로586번길 9-4, 504~505호 (청라동, 쓰리엠타워)",+82 32 566 0700,2020-08-28,doctors,,,중봉대로586번길,9-4,,,,504-505
37.51848254,126.6726021,연세권치과의원,"인천광역시 서구 가정로 375, 309호 (신현동, 금강아미움)",+82 32 584 2804,2020-08-28,dentist,,,가정로,375,,,,309
37.59794547,126.637187,경희다정한의원,"인천광역시 서구 봉화로 51, 102호 (오류동, 송화빌딩)",+82 32 565 2388,2020-08-28,doctors,acupuncture,,봉화로,51,,,,102
37.59328607,126.6742991,비아뜨의원,"인천광역시 서구 원당대로 660, 402호 일부,403호 (당하동, 영프라자)",+82 32 563 2272,2020-08-28,doctors,,,원당대로,660,,,,"일부,403"
37.53205115,126.6502542,청라아트치과의원,"인천광역시 서구 중봉대로 588, 901~902호 (청라동, 청라센트럴프라자)",+82 32 572 2805,2020-08-28,dentist,,,중봉대로,588,,,,901-902
37.53205115,126.6502542,빛안과의원,"인천광역시 서구 중봉대로 588, 404호 (청라동, 청라센트럴프라자)",+82 32 567 7544,2020-08-28,doctors,,,중봉대로,588,,,,404
37.5334429,126.6529899,청라바른정형외과의원,"인천광역시 서구 청라라임로 65, 503~510호 (청라동, 라임타워)",+82 32 584 7300,2020-08-28,doctors,,,청라라임로,65,,,,503-510
37.5173603,126.6737644,365스마일한의원,,+82 32 575 4600,2020-08-28,doctors,acupuncture,,가경주로,46,가정동,,2,
37.53256502,126.6502789,휴먼피부과의원 청라점,"인천광역시 서구 중봉대로 594, 303호, 401~405호 (청라동, 청라비전프라자)",+82 32 283 3335,2020-08-28,doctors,,,중봉대로,594,,,,401-405
37.5334429,126.6529899,청라오치과의원,"인천광역시 서구 청라라임로 65, 403호 (연희동, 라임타워)",+82 32 569 2855,2020-08-28,dentist,,,청라라임로,65,,,,403
37.5334429,126.6529899,소통부부한의원,"인천광역시 서구 청라라임로 65, 404~405호 (청라동, 라임타워)",+82 32 568 3375,2020-08-28,doctors,acupuncture,,청라라임로,65,,,,404-405
37.5334429,126.6529899,파크뷰의원,"인천광역시 서구 청라라임로 65, 401호 ,406~408호 (청라동, 라임타워)",+82 32 565 3300,2020-08-28,doctors,,,청라라임로,65,,,,",406-408"
37.56486457,126.6731838,민치과의원,"인천광역시 서구 승학로 481, 3층 (검암동, 대가빌딩)",+82 32 583 7528,2020-08-28,dentist,,,승학로,481,,,3,
37.59208742,126.6726672,권창규소아청소년과의원,"인천광역시 서구 청마로19번길 20, 202호 (당하동, 검단서울여성병원빌딩)",+82 32 568 1475,2020-08-28,doctors,,,청마로19번길,20,,,,202
37.54409414,126.6746154,속편한외과 의원,,+82 32 719 8740,2020-08-28,doctors,,,탁옥로,45,심곡동,,,
37.50987002,126.6695083,성민치과의원,"인천광역시 서구 신석로 68, 4~5층 (석남동)",+82 32 577 2870,2020-08-28,dentist,,,신석로,68,석남동,,,
37.53400038,126.6528893,청라성모정형외과의원,"인천광역시 서구 청라라임로 71, 301~304호, 308~309호 (청라동, 진영메디피아)",+82 32 567 3334,2020-08-28,doctors,,,청라라임로,71,,,,308-309
37.53205115,126.6502542,인애한의원,"인천광역시 서구 중봉대로 588, 709호 (청라동, 청라센트럴프라자)",+82 32 568 4848,2020-08-28,doctors,acupuncture,,중봉대로,588,,,,709
37.51831811,126.6732045,닥터함치과의원,,+82 32 575 0075,2020-08-28,dentist,,,가정로,374,가정동,,,
37.51154959,126.6722384,경희약손한의원,,+82 32 574 7575,2020-08-28,doctors,acupuncture,,가정로,297,석남동,,,
37.5934259,126.6949504,닥터킨베인의원,"인천광역시 서구 원당대로 840, 2층, 3층 일부 (당하동)",+82 32 562 0002,2020-08-28,doctors,,,원당대로,840,당하동,,3,
37.48874461,126.6835196,원치과의원,,+82 32 583 0275,2020-08-28,dentist,,,고래울로,4,가좌동,,,
37.59541484,126.6705019,참조은박치과의원,"인천광역시 서구 완정로 31, 302호 (마전동, 동아프라자)",+82 32 561 2879,2020-08-28,dentist,,,완정로,31,,,,302
37.53237628,126.6487436,서울삼성의원,"인천광역시 서구 중봉대로 587 (경서동, 홈플러스청라점)",+82 32 564 9970,2020-08-28,doctors,,,중봉대로,587,,,,
37.53237628,126.6487436,모드니치과의원,"인천광역시 서구 중봉대로 587, 지하2층 (경서동, 홈플러스 청라점)",+82 32 568 2735,2020-08-28,dentist,,,중봉대로,587,,,-2,
37.55029979,126.6744038,연세연희치과의원,,+82 32 528 2825,2020-08-28,dentist,,,승학로,320,연희동,,,
37.58547445,126.6767246,이푸른소아청소년과의원,"인천광역시 서구 서곶로 754, 3층 (당하동, 검단이마트)",+82 32 566 3094,2020-08-28,doctors,,,서곶로,754,,,3,
37.51779537,126.6731912,신현한의원,,+82 32 573 7555,2020-08-28,doctors,acupuncture,,가정로,370,가정동,,,
37.52530117,126.6297748,경희명한의원,,+82 32 564 8123,2020-08-28,doctors,acupuncture,,푸른로,3,경서동,,,
37.54409414,126.6746154,현대아이비의원,,+82 32 564 0754,2020-08-28,doctors,,,탁옥로,45,심곡동,,3,
37.59696944,126.6677339,파스텔치과의원,"인천광역시 서구 완정로 61, 3층 (마전동, 윤성프라자)",+82 32 563 2080,2020-08-28,dentist,,,완정로,61,,,3,
37.53205115,126.6502542,드림재활의학과의원,,+82 32 561 7177,2020-08-28,doctors,,,중봉대로,588,청라동,,,
37.53400038,126.6528893,청라건강한내과의원,"인천광역시 서구 청라라임로 71, 5층 (청라동, 진영메디피아)",+82 32 567 8009,2020-08-28,doctors,,,청라라임로,71,,,5,
37.52530117,126.6297748,청라준이비인후과의원,,+82 32 582 5252,2020-08-28,doctors,,,푸른로,3,경서동,,,
37.53030251,126.6478306,마트소아청소년과의원,,+82 32 568 6977,2020-08-28,doctors,,,청라커낼로,252,경서동,,,
37.49278194,126.6860157,가좌연세정형외과의원,,+82 32 297 1001,2020-08-28,doctors,,,장고개로337번길,7,가좌동,,,
37.51813807,126.673219,경희봉한의원,,+82 32 575 3123,2020-08-28,doctors,acupuncture,,가정로,372,가정동,,,
37.5254132,126.6301121,청라리더스치과의원,,+82 32 563 2875,2020-08-28,dentist,,,솔빛로,82,경서동,,3,
37.59510977,126.6722172,라벨의원,"인천광역시 서구 완정로 18, 6층 (마전동, 한윤빌딩)",+82 32 566 7533,2020-08-28,doctors,,,완정로,18,,,6,
37.53400038,126.6528893,청라밝은의원,"인천광역시 서구 청라라임로 71, 506호 (청라동, 진영메디피아)",+82 32 561 2804,2020-08-28,doctors,,,청라라임로,71,,,,506
37.53205115,126.6502542,연세어린이치과의원,"인천광역시 서구 중봉대로 588, 401~402호 (청라동, 청라센트럴프라자)",+82 32 572 2875,2020-08-28,dentist,,,중봉대로,588,,,,401-402
37.59394436,126.6970249,원당한의원,"인천광역시 서구 원당대로 859, 301호 (원당동, 원당메디칼프라자)",+82 32 567 0175,2020-08-28,doctors,acupuncture,,원당대로,859,,,,301
37.51779537,126.6731912,스마트치과의원,,+82 32 202 7272,2020-08-28,dentist,,,가정로,370,가정동,,3,
37.51738466,126.6727233,미라클비뇨기과의원,"인천광역시 서구 가정로 363, 3층 (신현동, 그린빌딩)",+82 32 572 8275,2020-08-28,doctors,,,가정로,363,,,3,
37.52011346,126.6734103,인천수내과의원,,+82 32 584 5599,2020-08-28,doctors,,,가정로394번길,1,가정동,,,
37.56550151,126.6753458,정우정형외과의원,,+82 32 566 5986,2020-08-28,doctors,,,승학로,501,검암동,,,
37.59800993,126.667319,인우당한의원,,+82 32 563 8575,2020-08-28,doctors,acupuncture,,완정로,70,마전동,,,
37.56548679,126.6740331,늘푸른연세이비인후과의원,"인천광역시 서구 승학로 491, 403호 (검암동, 고산프라자)",+82 32 568 4327,2020-08-28,doctors,,,승학로,491,,,,403
37.53345037,126.6568139,청라함소아(含笑兒)한의원,"인천광역시 서구 청라에메랄드로 94, 301호 (청라동, 인천 청라빌딩)",+82 32 568 1331,2020-08-28,doctors,acupuncture,,청라에메랄드로,94,,,,301
37.53212602,126.6568263,청라의원,"인천광역시 서구 청라에메랄드로 78, 305호 (청라동, 딜라이트타워)",+82 32 208 7711,2020-08-28,doctors,,,청라에메랄드로,78,,,,305
37.53212602,126.6568263,한결치과의원,,+82 32 567 2873,2020-08-28,dentist,,,청라에메랄드로,78,청라동,,,301-302
37.59738865,126.6396884,송앤정치과의원,"인천광역시 서구 단봉로 107, 302호 (왕길동, 성우프라자)",+82 32 564 2754,2020-08-28,dentist,,,단봉로,107,,,,302
37.59800993,126.667319,개구쟁이소아청소년과의원,,+82 32 561 7567,2020-08-28,doctors,,,완정로,70,마전동,,,204
37.60272912,126.6599645,민경준한의원,,+82 32 566 0068,2020-08-28,doctors,acupuncture,,검단로502번길,1,마전동,,,
37.59738865,126.6396884,연세가정의학과의원,"인천광역시 서구 단봉로 107, 301호 (왕길동, 성우프라자)",+82 32 563 5575,2020-08-28,doctors,,,단봉로,107,,,,301
37.59328607,126.6742991,규림한의원,"인천광역시 서구 원당대로 660, 302호 (당하동, 영프라자)",+82 32 569 1075,2020-08-28,doctors,acupuncture,,원당대로,660,,,,302
37.50297214,126.6722658,거북한의원,,+82 32 577 3650,2020-08-28,doctors,acupuncture,,가정로,204,석남동,,,
37.53398199,126.6568157,행복드림치과의원,,+82 32 567 7082,2020-08-28,dentist,,,청라에메랄드로102번길,8,연희동,,,
37.49314401,126.6853535,삼성키즈소아청소년과의원,"인천광역시 서구 장고개로337번길 16, 402동 202호 (가좌동,가좌한신휴플러스상가)",+82 32 578 7582,2020-08-28,doctors,,,장고개로337번길,16,,,,202
37.53383894,126.6278877,단비한의원,,+82 32 561 1075,2020-08-28,doctors,acupuncture,,청라한내로,96,청라동,,,306
37.53205115,126.6502542,코아이비인후과의원,,+82 32 575 7582,2020-08-28,doctors,,,중봉대로,588,연희동,,,
37.61842629,126.6930754,우리미래소아청소년과의원,,+82 32 565 5677,2020-08-28,doctors,,,검단로,836,불로동,,,
37.59328607,126.6742991,드림라인치과교정과치과의원,"인천광역시 서구 원당대로 660, 501호 (당하동, 영프라자)",+82 32 567 2885,2020-08-28,dentist,,,원당대로,660,,,,501
37.49477112,126.6825884,미소담은치과의원,,+82 32 578 7528,2020-08-28,dentist,,,원적로,96,가좌동,,,
37.53205115,126.6502542,덕인한의원,"인천광역시 서구 중봉대로 588, 306호 (청라동, 센트럴프라자)",+82 32 554 7521,2020-08-28,doctors,acupuncture,,중봉대로,588,,,,306
37.53400038,126.6528893,신농씨한의원,"인천광역시 서구 청라라임로 71, 5층 505호 (청라동, 진영메디피아)",+82 32 568 1075,2020-08-28,doctors,acupuncture,,청라라임로,71,,,5,505
37.53214453,126.6529114,안앤정치과의원,"인천광역시 서구 청라라임로 51, 201~203호 (청라동, 청라에일린의뜰)",+82 32 568 2275,2020-08-28,dentist,,,청라라임로,51,,,,201-203
37.53080225,126.6513515,청라탑치과의원,"인천광역시 서구 중봉대로586번길 22, B동 203~204호 (청라동, 청라엑슬루타워상가)",+82 32 567 2804,2020-08-28,dentist,,,중봉대로586번길,22,,B,,203-204
37.53547052,126.6451351,아이비소아청소년과의원,"인천광역시 서구 청라라임로 51, 208호 (청라동, 에일린의뜰)",+82 32 473 7575,2020-08-28,doctors,,,청라라임로,51,,,,208
37.53400038,126.6528893,예미담치과의원,"인천광역시 서구 청라라임로 71, 403~404호, 406호 (청라동, 진영메디피아)",+82 32 667 2828,2020-08-28,dentist,,,청라라임로,71,,,,406
37.49314401,126.6853535,사과치과의원,"인천광역시 서구 장고개로337번길 16, 401동 303~305호 (가좌동, 한신휴플러스단지내상가)",+82 32 576 2804,2020-08-28,dentist,,,장고개로337번길,16,,,,303-305
37.53400038,126.6528893,해맑은소아청소년과의원,"인천광역시 서구 청라라임로 71, 405호 (청라동, 진영메디피아)",+82 32 569 7588,2020-08-28,doctors,,,청라라임로,71,,,,405
37.53400038,126.6528893,열린성모이비인후과의원,"인천광역시 서구 청라라임로 71, 504호 (청라동, 진영메디피아)",+82 32 885 8275,2020-08-28,doctors,,,청라라임로,71,,,,504
37.51866094,126.6732437,신현굿모닝치과의원,"인천광역시 서구 가정로 378, 2층 (가정동, 동아빌딩)",+82 32 578 2842,2020-08-28,dentist,,,가정로,378,,,2,
37.56613006,126.6767609,서인천치과의원,,+82 32 562 7582,2020-08-28,dentist,,,서곶로,543,검암동,,,
37.53205115,126.6502542,청라행복내과의원,"인천광역시 서구 중봉대로 588, 506~507호 (청라동, 청라센트럴프라자)",+82 32 569 8000,2020-08-28,doctors,,,중봉대로,588,,,,506-507
37.61355929,126.6856285,서울정형외과의원,"인천광역시 서구 검단로768번길 2, 2~4층 (불로동, 불로메디칼)",+82 32 568 8819,2020-08-28,doctors,,,검단로768번길,2,,,,
37.59328487,126.6968665,이플러스치과의원,"인천광역시 서구 원당대로 860, 301호 (당하동, 보람프라자)",+82 32 565 7528,2020-08-28,dentist,,,원당대로,860,,,,301
37.59328487,126.6968665,조은정신건강의학과의원,"인천광역시 서구 원당대로 860, 803호 (당하동, 보람프라자)",+82 32 564 6655,2020-08-28,doctors,,,원당대로,860,,,,803
37.49456871,126.6814046,고은미래의원,"인천광역시 서구 원적로 85, 4층 (가좌동, 우신프라자)",+82 32 579 7677,2020-08-28,doctors,,,원적로,85,,,4,
37.60192471,126.6565702,검단서울치과의원,,+82 32 563 3528,2020-08-28,dentist,,,검단로,469,왕길동,,2,
37.60147146,126.6587073,검단어린이치과의원,"인천광역시 서구 완정로 153, 601호 (왕길동, 이레메디칼센타)",+82 32 563 5275,2020-08-28,dentist,,,완정로,153,,,,601
37.54412585,126.6758369,연희보스톤치과의원,,+82 32 562 2825,2020-08-28,dentist,,,탁옥로,55,심곡동,,,203
37.59800993,126.667319,손한나의원,"인천광역시 서구 완정로 70, 212~216호 (마전동, 영남탑스빌웰빙타운)",+82 32 563 3113,2020-08-28,doctors,,,완정로,70,,,,212-216
37.59800993,126.667319,속편안내과의원,"인천광역시 서구 완정로 70, 2층 (마전동, 영남탑스빌 웰빙타운)",+82 32 561 6060,2020-08-28,doctors,,,완정로,70,,,2,
37.60192471,126.6565702,미래안마취통증의학과의원,,+82 70 8672 0011,2020-08-28,doctors,,,검단로,469,왕길동,,3,
37.5655515,126.6749827,선소아청소년과의원,"인천광역시 서구 승학로 497, 401호 (검암동, 검암프라자)",+82 32 568 8277,2020-08-28,doctors,,,승학로,497,,,,401
37.61340426,126.6854613,불로치과의원,"인천광역시 서구 검단로 764, 4층 (불로동, 웅현빌딩)",+82 32 567 8975,2020-08-28,dentist,,,검단로,764,,,4,
37.59452805,126.6645729,지오웰치과의원,"인천광역시 서구 원당대로 581, 2층 (마전동, 롯데마트)",+82 32 568 7528,2020-08-28,dentist,,,원당대로,581,,,2,
37.51892599,126.6727752,서울탑프란트치과의원,,+82 32 574 2754,2020-08-28,dentist,,,가정로,379,신현동,,,
37.52168282,126.6727491,김헌일한의원,"인천광역시 서구 가정로 387, 306호 (신현동, 신현이편한세상하늘채 상가)",+82 32 579 1058,2020-08-28,doctors,acupuncture,,가정로,387,,,,306
37.56518178,126.6749553,검암세동한의원,"인천광역시 서구 승학로 498, 205호 (검암동, 서해프라자)",+82 32 568 7533,2020-08-28,doctors,acupuncture,,승학로,498,,,,205
37.60180142,126.6576142,행복담은샘치과의원,"인천광역시 서구 검단로 480, 403~404호 (왕길동, 리치웰프라자)",+82 32 574 2828,2020-08-28,dentist,,,검단로,480,,,,403-404
37.49602482,126.6714274,참고은치과의원,,+82 32 578 7522,2020-08-28,dentist,,,가정로,127,가좌동,,,
37.54262715,126.6763726,연세림치과의원,"인천광역시 서구 서곶로 281, 3층 (심곡동, 자혜정형외과)",+82 32 564 2875,2020-08-28,dentist,,,서곶로,281,,,3,
37.54935999,126.6757671,다나의원,,+82 32 568 2075,2020-08-28,doctors,,,연희로,12,연희동,,2,
37.60164249,126.6571075,굿모닝한의원,"인천광역시 서구 검단로 474, 301호 (왕길동, 뷰비스타운)",+82 32 569 5693,2020-08-28,doctors,acupuncture,,검단로,474,,,,301
37.56670028,126.6826369,수서울치과의원,,+82 32 561 2872,2020-08-28,dentist,,,승학로,567,검암동,,,
37.54215808,126.6723073,연세수의원,,+82 32 567 7731,2020-08-28,doctors,,,심곡로,24,심곡동,,,
37.51057629,126.6722217,연세제일정형외과의원,,+82 32 573 9100,2020-08-28,doctors,,,가정로,287-1,석남동,,,
37.49290599,126.6785502,다사랑한의원,,+82 32 573 1075,2020-08-28,doctors,acupuncture,,신진말로,26,가좌동,,2,
37.59208742,126.6726672,검단서울여성의원,,+82 32 566 1993,2020-08-28,doctors,,,청마로19번길,20,당하동,,,
37.51944582,126.6733316,화목한의원,,+82 32 568 7582,2020-08-28,doctors,acupuncture,,가정로,388,가정동,,,
37.55874393,126.6522407,아이비치과의원,,+82 32 562 2879,2020-08-28,dentist,,,경서로69번길,12,경서동,,,
37.49526897,126.6844116,연세플러스치과의원,,+82 32 573 2275,2020-08-28,dentist,,,건지로,402,가좌동,,,
37.56613006,126.6767609,세계로치과의원,,+82 32 562 1700,2020-08-28,dentist,,,서곶로,543,검암동,,5,
37.55874393,126.6522407,고려가정의원,,+82 32 566 5777,2020-08-28,doctors,,,경서로69번길,12,경서동,,,
37.54890929,126.6773594,중원당한의원,,+82 32 576 1188,2020-08-28,doctors,acupuncture,,서곶로,352,연희동,,,
37.51887016,126.673421,예은치과의원,"인천광역시 서구 가정로 382, 201호 (가정동, 새인천상가)",+82 32 575 5294,2020-08-28,dentist,,,가정로,382,,,,201
37.49737756,126.6771597,경인한의원,,+82 32 571 0246,2020-08-28,doctors,acupuncture,,가석로156번길,19,가좌동,,,
37.51738973,126.6731757,서구푸른세상안과의원,"인천광역시 서구 가정로 364-1, 5층 (가정동, 창대빌딩)",+82 32 584 0006,2020-08-28,doctors,,,가정로,364-1,,,5,
37.50666447,126.6729017,미스토리의원,,+82 32 582 2452,2020-08-28,doctors,,,옻우물로,3,석남동,,,
37.54908007,126.6773224,연희수치과의원,,+82 32 421 2828,2020-08-28,dentist,,,간촌로,4,연희동,,,
37.60325352,126.6545758,맑은숲부부한의원,,+82 32 565 1275,2020-08-28,doctors,acupuncture,,완정로,198,마전동,,2,
37.60211491,126.6582428,보스톤클래식치과의원,,+82 32 561 2875,2020-08-28,dentist,,,검단로,486,마전동,,2,
37.54262715,126.6763726,모아소아청소년과의원,,+82 32 569 6020,2020-08-28,doctors,,,서곶로,281,심곡동,,2,
37.49526897,126.6844116,중화당한의원,"인천광역시 서구 건지로 402, 403동 401호 (가좌동, 가좌한신휴플러스)",+82 32 762 9288,2020-08-28,doctors,acupuncture,,건지로,402,,,,401
37.61326655,126.6860414,연세조내과의원,"인천광역시 서구 검단로768번1길 4, 2~3층 (불로동, 세인빌딩)",+82 32 563 6894,2020-08-28,doctors,,,검단로768번1길,4,,,,
37.49376794,126.6847433,세이프치과의원,,+82 32 571 2080,2020-08-28,dentist,,,원적로100번길,24,가좌동,,2,
37.49314401,126.6853535,연세인이비인후과의원,"인천광역시 서구 장고개로337번길 16, 405호 (가좌동, 가좌한신 휴아파트 상가)",+82 32 581 7582,2020-08-28,doctors,,,장고개로337번길,16,,,,405
37.49314401,126.6853535,믿을신한의원,"인천광역시 서구 장고개로337번길 16, 401동 307호 (가좌동, 가좌한신 휴아파트 상가)",+82 32 571 2330,2020-08-28,doctors,acupuncture,,장고개로337번길,16,,,,307
37.54497025,126.6820571,경희형제한의원,,+82 32 566 5507,2020-08-28,doctors,acupuncture,,심곡로,136,심곡동,,,
37.59328487,126.6968665,바른맥한의원,"인천광역시 서구 원당대로 860, 304호 (당하동, 보람프라자)",+82 32 564 8266,2020-08-28,doctors,acupuncture,,원당대로,860,,,,304
37.54357481,126.6765143,참이비인후과의원,,+82 32 564 0034,2020-08-28,doctors,,,서곶로,293,심곡동,,,
37.59328607,126.6742991,서울수의원,,+82 32 562 7553,2020-08-28,doctors,,,원당대로,660,당하동,,,
37.51308465,126.6773578,명가한의원,"인천광역시 서구 서달로149번길 12-11, 2층 (석남동, 노란빌딩)",+82 32 575 7557,2020-08-28,doctors,acupuncture,,서달로149번길,12-11,,,2,
37.4933222,126.6819353,동화한의원,"인천광역시 서구 원적로 78, 203~204호 (가좌동, 라이프쇼핑센타)",+82 32 577 1775,2020-08-28,doctors,acupuncture,,원적로,78,,,,203-204
37.5494521,126.67675,이해림산부인과의원,"인천광역시 서구 서곶로 355-1, 4층 (연희동, 성우빌딩)",+82 32 564 1800,2020-08-28,doctors,,,서곶로,355-1,,,4,
37.51019969,126.6707806,이편한치과의원,,+82 32 571 7528,2020-08-28,dentist,,,신석로,79,석남동,,2,
37.59414832,126.6950964,원당프라임한의원,"인천광역시 서구 원당대로 841, 401호 (원당동, 골든벨프라자)",+82 32 564 1050,2020-08-28,doctors,acupuncture,,원당대로,841,,,,401
37.59707414,126.6682303,이안치과의원,,+82 32 569 2825,2020-08-28,dentist,,,완정로,60,마전동,,,
37.51387428,126.6658403,경희율도한의원,,+82 32 212 1075,2020-08-28,doctors,acupuncture,,율도로,33,신현동,,2,
37.59707414,126.6682303,참빛한의원,"인천광역시 서구 완정로 60, 203~204호 (마전동, 정안빌딩)",+82 32 566 8897,2020-08-28,doctors,acupuncture,,완정로,60,,,,203-204
37.59395092,126.6749328,검단서울안과의원,"인천광역시 서구 원당대로 663, 401호 (마전동, 한종프라자)",+82 32 569 5333,2020-08-28,doctors,,,원당대로,663,,,,401
37.59678274,126.6687564,유치과의원,"인천광역시 서구 완정로 54, 2층 (마전동, 두영빌딩)",+82 32 569 2875,2020-08-28,dentist,,,완정로,54,,,2,
37.59199662,126.6766206,미래이비인후과의원,"인천광역시 서구 청마로 163, 3층 (당하동, 당하메디컬센터)",+82 32 568 5475,2020-08-28,doctors,,,청마로,163,,,3,
37.59323055,126.6976601,위편한내과의원,"인천광역시 서구 원당대로 866, 301호 (당하동, 세브란스빌딩)",+82 32 565 7881,2020-08-28,doctors,,,원당대로,866,,,,301
37.61842629,126.6930754,행복한이비인후과의원,,+82 32 569 0061,2020-08-28,doctors,,,검단로,836,불로동,,,
37.48907427,126.6831859,가좌성모의원,"인천광역시 서구 장고개로 283, 지하1층, 1층 일부 (가좌동)",+82 32 573 7582,2020-08-28,doctors,,,장고개로,283,가좌동,,1,
37.58547445,126.6767246,미플러스치과의원,"인천광역시 서구 서곶로 754, 3층 (당하동, 당하이마트)",+82 32 568 8828,2020-08-28,dentist,,,서곶로,754,,,3,
37.49477112,126.6825884,가좌정형외과의원,,+82 32 577 1500,2020-08-28,doctors,,,원적로,96,가좌동,,,
37.50339959,126.6718171,굿모닝치과의원,,+82 32 584 4393,2020-08-28,dentist,,,거북로,89,석남동,,,
37.60272912,126.6599645,미담치과의원,,+82 32 569 5100,2020-08-28,dentist,,,검단로502번길,1,마전동,,2,
37.60262669,126.6596718,미추홀치과의원,"인천광역시 서구 검단로 500, 701호 (마전동, 플러스빌딩)",+82 32 882 2875,2020-08-28,dentist,,,검단로,500,,,,701
37.59394436,126.6970249,연세두리소아청소년과의원,"인천광역시 서구 원당대로 859, 302호 (원당동, 원당메디칼프라자)",+82 32 562 6069,2020-08-28,doctors,,,원당대로,859,,,,302
37.59800993,126.667319,다이아치과의원,,+82 32 565 2204,2020-08-28,dentist,,,완정로,70,마전동,,,
37.61651378,126.6896089,해민치과의원,,+82 32 563 2845,2020-08-28,dentist,,,검단로,814-2,불로동,,,
37.59256338,126.6765426,위드치과의원,"인천광역시 서구 청마로 171, 301호 (당하동, 청석빌딩)",+82 32 564 2870,2020-08-28,dentist,,,청마로,171,,,,301
37.60164249,126.6571075,강남산부인과의원,"인천광역시 서구 검단로 474, 405~406호 (왕길동, 뷰비스타운)",+82 32 569 3582,2020-08-28,doctors,,,검단로,474,,,,405-406
37.60164249,126.6571075,연세항외과의원,"인천광역시 서구 검단로 474 (왕길동, 뷰비스타운)",+82 32 568 2259,2020-08-28,doctors,,,검단로,474,,,,
37.56548679,126.6740331,검암우리치과의원,,+82 32 566 0017,2020-08-28,dentist,,,승학로,491,검암동,,,
