위도,경도,name,addr:full,phone,source:date,amenity,healthcare:speciality,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
37.56548679,126.6740331,다봄내과의원,"인천광역시 서구 승학로 491, 3층 (검암동, 고산빌딩)",+82 32 564 1575,2020-08-28,doctors,,,승학로,491,,,3,
37.54362392,126.6760721,참경희한의원,,+82 32 568 2882,2020-08-28,doctors,acupuncture,,탁옥로,58,심곡동,,3,
37.59558141,126.6700913,노블치과의원,"인천광역시 서구 완정로 35, 201호 (마전동, 대운프라자)",+82 32 569 2804,2020-08-28,dentist,,,완정로,35,,,,201
37.51738466,126.6727233,소망안과의원,,+82 32 571 1559,2020-08-28,doctors,,,가정로,363,신현동,,,
37.60993801,126.6704023,늘푸른의원,,+82 32 561 3663,2020-08-28,doctors,,,검단로623번길,4,마전동,,,
37.5938804,126.697762,이튼치과의원,"인천광역시 서구 원당대로 865, 304호 (원당동, 대신프라자)",+82 32 564 2242,2020-08-28,dentist,,,원당대로,865,,,,304
37.60910635,126.6685596,마전미소치과의원,,+82 32 567 2865,2020-08-28,dentist,,,마전로115번길,2-1,마전동,,,
37.59414832,126.6950964,타임치과의원,,+82 32 566 7475,2020-08-28,dentist,,,원당대로,841,원당동,,,
37.49313344,126.6844038,건플란트치과의원,,+82 32 574 2835,2020-08-28,dentist,,,장고개로337번길,18-3,가좌동,,3,
37.49571675,126.6712745,두리가자의원,"인천광역시 서구 가정로 123, 2,5층 (가좌동)",+82 32 574 7500,2020-08-28,doctors,,,가정로,123,가좌동,,,
37.59199662,126.6766206,수한의원,,+82 32 561 8525,2020-08-28,doctors,acupuncture,,청마로,163,당하동,,2,
37.59254753,126.6759314,봄한의원,,+82 32 565 5975,2020-08-28,doctors,acupuncture,,청마로167번길,8,당하동,,,
37.56302147,126.6663347,소망가정의원,인천광역시 서구 심곡로194번길 1~2층 (공촌동),+82 32 564 7582,2020-08-28,doctors,,,심곡로194번길,,공촌동,,,
37.56569737,126.6783533,금산부인과의원,,+82 32 569 0880,2020-08-28,doctors,,,승학로,528,검암동,,,
37.59414832,126.6950964,원당연세메디칼의원,,+82 32 566 5060,2020-08-28,doctors,,,원당대로,841,원당동,,,
37.59323055,126.6976601,유아이씨세정치과의원,,+82 32 569 2828,2020-08-28,dentist,,,원당대로,866,당하동,,,
37.59323055,126.6976601,원당연세정형외과의원,"인천광역시 서구 원당대로 866, 5~6층 (당하동, 세브란스빌딩)",+82 32 569 2400,2020-08-28,doctors,,,원당대로,866,,,,
37.49764798,126.6707428,큰나무의원,,+82 32 571 0011,2020-08-28,doctors,,,가정로151번길,11,가좌동,,,
37.49764798,126.6707428,모아치과의원,,+82 32 572 2800,2020-08-28,dentist,,,가정로151번길,11,가좌동,,,
37.59254753,126.6759314,우리소아과의원,"인천광역시 서구 청마로167번길 8, 2층 (당하동, 강남빌딩)",+82 32 565 0075,2020-08-28,doctors,,,청마로167번길,8,,,2,
37.59558141,126.6700913,병인한의원,,+82 32 565 7582,2020-08-28,doctors,acupuncture,,완정로,35,마전동,,,
37.60227551,126.6565186,성모사랑미의원,,+82 32 569 2525,2020-08-28,doctors,,,완정로,179,왕길동,,,"305,306"
37.59265303,126.6967643,다정한치과의원,"인천광역시 서구 고산후로95번길 20, 4층 (당하동, 힘찬프라자)",+82 32 568 2866,2020-08-28,dentist,,,고산후로95번길,20,,,4,
37.59265303,126.6967643,원당연세이비인후과의원,"인천광역시 서구 고산후로95번길 20, 303호 (당하동, 힘찬프라자)",+82 32 566 7530,2020-08-28,doctors,,,고산후로95번길,20,,,,303
37.59265303,126.6967643,새빛튼튼의원,"인천광역시 서구 고산후로95번길 20, 힘찬프라자 301~302호 (당하동)",+82 32 561 8915,2020-08-28,doctors,,,고산후로95번길,20,당하동,,,301-302
37.51236746,126.6728573,엘림비뇨기과의원,,+82 32 577 7533,2020-08-28,doctors,,,가정로,308,석남동,,,
37.59199662,126.6766206,이앤미치과의원,"인천광역시 서구 청마로 163, 3층 (당하동, 당하메디칼센터)",+82 32 564 2811,2020-08-28,dentist,,,청마로,163,,,3,
37.59254753,126.6759314,당하치과의원,"인천광역시 서구 청마로167번길 8, 302호 (당하동, 강남빌딩)",+82 32 569 0275,2020-08-28,dentist,,,청마로167번길,8,,,,302
37.60227551,126.6565186,정정형외과의원,,+82 32 567 7577,2020-08-28,doctors,,,완정로,179,왕길동,,,
37.60227551,126.6565186,참밝은안과의원,"인천광역시 서구 완정로 179, 3층 (왕길동, 마전메디칼)",+82 32 569 0088,2020-08-28,doctors,,,완정로,179,,,3,
37.56740074,126.6832358,검암웰치과의원,,+82 32 566 2804,2020-08-28,dentist,,,승학로,577,검암동,,,
37.48695753,126.6856767,가좌우리내과의원,,+82 32 576 8575,2020-08-28,doctors,,,고래울로,29,가좌동,,,
37.56663464,126.6832153,서곶한의원,"인천광역시 서구 승학로 574, 303호 (검암동, 현우프라자)",+82 32 568 7755,2020-08-28,doctors,acupuncture,,승학로,574,,,,303
37.60227551,126.6565186,서울현대치과의원,,+82 32 563 7528,2020-08-28,dentist,,,완정로,179,왕길동,,,
37.60227551,126.6565186,고영승이비인후과의원,"인천광역시 서구 완정로 179, 4층 (왕길동, 검단메디컬프라자)",+82 32 568 7585,2020-08-28,doctors,,,완정로,179,,,4,
37.60234218,126.6576272,열린치과의원,"인천광역시 서구 완정로 170, 2층 (마전동, 광성빌딩)",+82 32 567 2405,2020-08-28,dentist,,,완정로,170,,,2,
37.59558141,126.6700913,이정형외과의원,"인천광역시 서구 완정로 35, 301호 (마전동, 대운프라자)",+82 32 561 3382,2020-08-28,doctors,,,완정로,35,,,,301
37.56740074,126.6832358,검암중앙의원,"인천광역시 서구 승학로 577, 305~306호 (검암동, 장은프라자)",+82 32 566 5542,2020-08-28,doctors,,,승학로,577,,,,305-306
37.51236746,126.6728573,강남치과의원,,+82 32 584 7528,2020-08-28,dentist,,,가정로,308,석남동,,,
37.59558141,126.6700913,수이비인후과의원,,+82 32 563 7887,2020-08-28,doctors,,,완정로,35,마전동,,,
37.5681497,126.6833358,미소담치과의원,,+82 32 567 2275,2020-08-28,dentist,,,승학로,587,검암동,,,
37.49501687,126.6828103,인하마취통증의학과의원,,+82 32 583 7275,2020-08-28,doctors,,,원적로,100,가좌동,,,
37.56548679,126.6740331,도담도담한의원,"인천광역시 서구 승학로 491, 202~203호 (검암동, 고산프라자)",+82 32 562 1075,2020-08-28,doctors,acupuncture,,승학로,491,,,,202-203
37.56518178,126.6749553,검암연세치과의원,,+82 32 564 0275,2020-08-28,dentist,,,승학로,498,검암동,,,
37.54357481,126.6765143,서울안과의원,"인천광역시 서구 서곶로 293, 4층 (심곡동, 우민빌딩)",+82 32 562 0111,2020-08-28,doctors,,,서곶로,293,,,4,
37.50354957,126.6723347,연합한의원,,+82 32 574 1075,2020-08-28,doctors,acupuncture,,가정로,212,석남동,,,
37.54515396,126.6799491,새봄부부치과의원,,+82 32 568 8275,2020-08-28,dentist,,,심곡로,135,심곡동,,,206
37.51299056,126.672982,정재운정형외과의원,,+82 32 584 0300,2020-08-28,doctors,,,가정로,316,석남동,,,
37.54415555,126.6736638,현치과의원,"인천광역시 서구 탁옥로 37, 402호 (심곡동, 우리타워)",+82 32 568 2875,2020-08-28,dentist,,,탁옥로,37,,,,402
37.54357481,126.6765143,한림내과의원,,+82 32 567 5767,2020-08-28,doctors,,,서곶로,293,심곡동,,,
37.59199662,126.6766206,조성원내과의원,,+82 32 565 0771,2020-08-28,doctors,,,청마로,163,당하동,,,
37.49528038,126.6813921,현대경희한의원,"인천광역시 서구 원적로95번길 5, 203~204호 (가좌동, 현대상가)",+82 32 577 1075,2020-08-28,doctors,acupuncture,,원적로95번길,5,,,,203-204
37.6131158,126.6862592,둘리한의원,"인천광역시 서구 검단로768번길 10, 401호 (불로동, 창성프라자)",+82 32 563 0095,2020-08-28,doctors,acupuncture,,검단로768번길,10,,,,401
37.51279252,126.6786298,한사랑의원,,+82 32 582 4365,2020-08-28,doctors,,,서달로,159,석남동,,,202
37.49571675,126.6712745,가좌경희한의원,,+82 32 573 3075,2020-08-28,doctors,acupuncture,,가정로,123,가좌동,,,
37.60254472,126.6556304,경희동서한의원,"인천광역시 서구 완정로 187, 201호 (왕길동, 마전메디칼센터)",+82 32 565 7572,2020-08-28,doctors,acupuncture,,완정로,187,,,,201
37.51209874,126.6786307,새하늘치과의원,,+82 32 584 2022,2020-08-28,dentist,,,서달로,151,석남동,,,
37.51320651,126.6729556,신의의원,,+82 32 579 3366,2020-08-28,doctors,,,율도로,98,석남동,,,401
37.50329809,126.672407,장인호치과의원,,+82 32 573 9876,2020-08-28,dentist,,,가정로,208,석남동,,,
37.50296732,126.6726391,고운의원,,+82 32 578 2800,2020-08-28,doctors,,,거북로,98,석남동,,3,
37.49694872,126.6831382,그린산부인과의원,,+82 32 574 3535,2020-08-28,doctors,,,건지로,371,가좌동,,,
37.50329809,126.672407,중국홍원한의원,,+82 32 583 1688,2020-08-28,doctors,acupuncture,,가정로,208,석남동,,,
37.49745413,126.6719336,삼성의원,,+82 32 575 4535,2020-08-28,doctors,,,가정로,142-1,가좌동,,2,
37.49456871,126.6814046,부인당한의원,,+82 32 582 1075,2020-08-28,doctors,acupuncture,,원적로,85,가좌동,,,
37.59328607,126.6742991,한사랑산부인과의원,"인천광역시 서구 원당대로 660, 6,7층 (당하동, 영프라자)",+82 32 561 4313,2020-08-28,doctors,,,원당대로,660,,,,
37.50354957,126.6723347,손태용내과의원,"인천광역시 서구 가정로 212, 4층 (석남동, LA타워)",+82 32 572 0046,2020-08-28,doctors,,,가정로,212,,,4,
37.51738466,126.6727233,플러스치과의원,"인천광역시 서구 가정로 363, 2층 (신현동, 그린빌딩)",+82 32 584 2875,2020-08-28,dentist,,,가정로,363,,,2,
37.5494521,126.67675,하이큐연희내과의원,"인천광역시 서구 서곶로 355-1, 2,3,5층 (연희동)",+82 32 568 2220,2020-08-28,doctors,,,서곶로,355-1,연희동,,,
37.51813807,126.673219,상이비인후과의원,,+82 32 572 7582,2020-08-28,doctors,,,가정로,372,가정동,,2,
37.59510977,126.6722172,진메디칼의원,"인천광역시 서구 완정로 18, 303호 (마전동, 한윤메디칼빌딩)",+82 32 565 9365,2020-08-28,doctors,,,완정로,18,,,,303
37.51738466,126.6727233,엄기영정형외과의원,"인천광역시 서구 가정로 363, 4층 (신현동, 그린빌딩)",+82 32 571 0053,2020-08-28,doctors,,,가정로,363,,,4,
37.52638571,126.6711046,고려재활의학과의원,,+82 32 564 8833,2020-08-28,doctors,,,염곡로464번길,15,가정동,,5,
37.59594378,126.6702661,김경현내과의원,"인천광역시 서구 완정로 36, 2층 일부 (마전동, 한성빌딩)",+82 32 564 7515,2020-08-28,doctors,,,완정로,36,,,2,
37.51738466,126.6727233,흠당한의원,"인천광역시 서구 가정로 363, 2층 (신현동, 그린빌딩)",+82 32 573 7588,2020-08-28,doctors,acupuncture,,가정로,363,,,2,
37.54412585,126.6758369,박경준비뇨기과의원,"인천광역시 서구 탁옥로 55, 301~302호 (심곡동, SM스카이빌)",+82 32 568 9400,2020-08-28,doctors,,,탁옥로,55,,,,301-302
37.61694436,126.6910625,이사랑부부치과의원,,+82 32 567 7528,2020-08-28,dentist,,,검단로,834,불로동,,,
37.49403103,126.6840941,후생한의원,,+82 32 584 1075,2020-08-28,doctors,acupuncture,,원적로96번길,17,가좌동,,,
37.5037659,126.6723422,참사랑외과의원,,+82 32 582 0114,2020-08-28,doctors,,,가정로,214,석남동,,,
37.61842629,126.6930754,정내과의원,"인천광역시 서구 검단로 836, 215호 (불로동, 월드메가마트)",+82 32 567 8275,2020-08-28,doctors,,,검단로,836,,,,215
37.51944582,126.6733316,엄마와아이들소아청소년과산부인과의원,,+82 32 572 1771,2020-08-28,doctors,,,가정로,388,가정동,,,
37.50270632,126.6718633,차왕기내과의원,,+82 32 574 0188,2020-08-28,doctors,,,가정로,201,석남동,,,
37.51751879,126.6686261,신현윤치과의원,,+82 32 581 2824,2020-08-28,dentist,,,원창로,174,신현동,,,
37.54372949,126.6750405,경희국태한의원,,+82 32 568 0101,2020-08-28,doctors,acupuncture,,탁옥로,50,심곡동,,,105
37.48922004,126.6833303,성현한의원,,+82 32 576 7585,2020-08-28,doctors,acupuncture,,장고개로287번길,1,가좌동,,,
37.60254472,126.6556304,연세의원,,+82 32 563 2288,2020-08-28,doctors,,,완정로,187,왕길동,,4,
37.49456871,126.6814046,신현승내과의원,"인천광역시 서구 원적로 85 (가좌동, 우신프라자)",+82 32 582 8575,2020-08-28,doctors,,,원적로,85,,,,
37.51294894,126.6724851,육각수한의원,"인천광역시 서구 가정로 315, 303호 (석남동, 두성상가)",+82 32 574 7400,2020-08-28,doctors,acupuncture,,가정로,315,,,,303
37.60254472,126.6556304,검단다인안과의원,,+82 32 562 0506,2020-08-28,doctors,,,완정로,187,왕길동,,2,
37.5029314,126.671848,황대순한의원,"인천광역시 서구 가정로 201-1, 2층 (석남동, 두일빌딩)",+82 32 577 3210,2020-08-28,doctors,acupuncture,,가정로,201-1,,,2,
37.49565534,126.6826973,가좌신경외과의원,,+82 32 577 4215,2020-08-28,doctors,,,원적로,103,가좌동,,2,
37.52011346,126.6734103,서구연세정형외과의원,,+82 32 582 7582,2020-08-28,doctors,,,가정로394번길,1,가정동,,,
37.48597767,126.660185,성모치과의원,,+82 32 573 2804,2020-08-28,dentist,,,백범로,884,가좌동,,,
37.59594378,126.6702661,연세조아치과의원,"인천광역시 서구 완정로 36, 2,3층 일부 (마전동, 한성빌딩)",+82 32 567 9975,2020-08-28,dentist,,,완정로,36,,,,
37.61862742,126.6908971,대림한의원,"인천광역시 서구 검단로 842, 205호 (불로동, 월드불로마트)",+82 32 561 8275,2020-08-28,doctors,acupuncture,,검단로,842,,,,205
37.49501687,126.6828103,연세산부인과의원,"인천광역시 서구 원적로 100, 604호 (가좌동, 로얄프라자)",+82 32 566 0001,2020-08-28,doctors,,,원적로,100,,,,604
37.50955216,126.6781213,사랑의치과의원,,+82 32 574 1131,2020-08-28,dentist,,,서달로123번길,3,석남동,,,
37.50617356,126.6717115,이사랑치과의원,,+82 32 579 9944,2020-08-28,dentist,,,길주로,90,석남동,,2,
37.61842629,126.6930754,미래치과의원,"인천광역시 서구 검단로 836, 219호 (불로동, 월드메가마트)",+82 32 564 2833,2020-08-28,dentist,,,검단로,836,,,,219
37.51738466,126.6727233,고정신건강의학과의원,"인천광역시 서구 가정로 363, 201호 (신현동, 그린빌딩)",+82 32 572 0572,2020-08-28,doctors,,,가정로,363,,,,201
37.51337435,126.6654533,인치과의원,,+82 32 582 2875,2020-08-28,dentist,,,율도로,32,석남동,,,
37.5423238,126.6750314,웰치과의원,,+82 32 567 1410,2020-08-28,dentist,,,심곡로49번길,1,심곡동,,,
37.54449727,126.6816581,성모가정의원,,+82 32 563 8275,2020-08-28,doctors,,,심곡로,129,심곡동,,,
37.50329226,126.6726899,예일메디칼의원,,+82 32 581 6904,2020-08-28,doctors,,,거북로,97,석남동,,,
37.51320651,126.6729556,김득조내과의원,"인천광역시 서구 율도로 98, 302호 (석남동, 서인빌딩)",+82 32 581 9777,2020-08-28,doctors,,,율도로,98,,,,302
37.54409033,126.6750794,서인천성모의원,"인천광역시 서구 탁옥로 49, 4층 (심곡동, 제스트프라자)",+82 32 566 8275,2020-08-28,doctors,,,탁옥로,49,,,4,
37.49456871,126.6814046,한길정형외과의원,"인천광역시 서구 원적로 85, 201호 (가좌동, 우신프라자)",+82 32 576 7582,2020-08-28,doctors,,,원적로,85,,,,201
37.54515396,126.6799491,미치과의원,"인천광역시 서구 심곡로 135, 207호 (심곡동, 대동상가)",+82 32 567 2875,2020-08-28,dentist,,,심곡로,135,,,,207
37.49456871,126.6814046,정영달치과의원,"인천광역시 서구 원적로 85, 303호 (가좌동, 우신프라자)",+82 32 578 2875,2020-08-28,dentist,,,원적로,85,,,,303
37.49456871,126.6814046,연세이비인후과의원,"인천광역시 서구 원적로 85, 304호 (가좌동, 우신프라자)",+82 32 579 5284,2020-08-28,doctors,,,원적로,85,,,,304
37.51329473,126.6687802,보원한의원,,+82 32 583 7575,2020-08-28,doctors,acupuncture,,염곡로,322,석남동,,,
37.50988029,126.6776518,삼성가정의원,"인천광역시 서구 서달로123번길 12-4, 203호, 207~208호 (석남동, 신동아상가)",+82 32 581 8275,2020-08-28,doctors,,,서달로123번길,12-4,,,,207-208
37.54928969,126.6767302,김승연산부인과의원,"인천광역시 서구 서곶로 355, 3층 (연희동, 한터빌딩)",+82 32 563 1251,2020-08-28,doctors,,,서곶로,355,,,3,
37.60254472,126.6556304,윤이비인후과의원,"인천광역시 서구 완정로 187, 401호 (왕길동, 마전메디칼센타)",+82 32 565 2356,2020-08-28,doctors,,,완정로,187,,,,401
37.54357481,126.6765143,이동희소아청소년과의원,"인천광역시 서구 서곶로 293, 403호 (심곡동, 우민빌딩)",+82 32 565 7575,2020-08-28,doctors,,,서곶로,293,,,,403
37.4933967,126.6845801,제일가정의원,"인천광역시 서구 원적로96번길 26, 2층 (가좌동, 프라자쇼핑)",+82 32 579 2095,2020-08-28,doctors,,,원적로96번길,26,,,2,
37.514057,126.6684613,인천연합의원,,+82 32 574 4843,2020-08-28,doctors,,,염곡로,329,신현동,,,
37.60254472,126.6556304,우리들산부인과의원,"인천광역시 서구 완정로 187, 3층 (왕길동, 마전메디칼센타)",+82 32 562 8228,2020-08-28,doctors,,,완정로,187,,,3,
37.60272229,126.6601571,연세정형외과의원,,+82 32 564 3060,2020-08-28,doctors,,,검단로,504,마전동,,,
37.5029314,126.671848,석남치과의원,,+82 32 575 5995,2020-08-28,dentist,,,가정로,201-1,석남동,,,
37.60254472,126.6556304,이정우치과의원,,+82 32 562 2875,2020-08-28,dentist,,,완정로,187,왕길동,,5,
37.49173265,126.6799843,효남한의원,"인천광역시 서구 원적로47번길 6, 103동 119호 (가좌동, 풍림주상상가)",+82 32 578 3180,2020-08-28,doctors,acupuncture,,원적로47번길,6,,,,119
37.54741339,126.6773405,국제한의원,,+82 32 562 3927,2020-08-28,doctors,acupuncture,,서곶로,336,연희동,,2,
37.60254472,126.6556304,안용진내과의원,"인천광역시 서구 완정로 187, 2,5,6층 (왕길동)",+82 32 562 1430,2020-08-28,doctors,,,완정로,187,왕길동,,,
37.59510977,126.6722172,부치과의원,"인천광역시 서구 완정로 18, 403호 (마전동, 한윤메디칼)",+82 32 565 2568,2020-08-28,dentist,,,완정로,18,,,,403
37.511704,126.6723488,강남한의원,,+82 32 582 9493,2020-08-28,doctors,acupuncture,,가정로,301,석남동,,,
37.50291137,126.6732734,천이비인후과의원,,+82 32 583 5460,2020-08-28,doctors,,,거북로,104,석남동,,,
37.60227551,126.6565186,검단한의원,,+82 32 563 0544,2020-08-28,doctors,acupuncture,,완정로,179,왕길동,,,
37.54404845,126.6761665,한재수한의원,,+82 32 562 3388,2020-08-28,doctors,acupuncture,,탁옥로,57,심곡동,,1,
37.51738973,126.6731757,조이비인후과의원,"인천광역시 서구 가정로 364-1, 2층 (가정동, 창대빌딩)",+82 32 578 0820,2020-08-28,doctors,,,가정로,364-1,,,2,
37.50276507,126.6722807,승치과의원,,+82 32 581 1861,2020-08-28,dentist,,,가정로,202,석남동,,3,
37.54357481,126.6765143,이김치과의원,,+82 32 561 1021,2020-08-28,dentist,,,서곶로,293,심곡동,,,
37.54447237,126.673794,인천광역시서구보건소,,+82 32 560 5000,2020-08-28,doctors,,,탁옥로,39,심곡동,,,
37.54409414,126.6746154,서인천현대정형외과의원,"인천광역시 서구 탁옥로 45, 2,5층 (심곡동)",+82 32 561 7575,2020-08-28,doctors,,,탁옥로,45,심곡동,,,
37.50321473,126.6746139,동산가정의학과의원,,+82 32 571 1998,2020-08-28,doctors,,,거북로,115,석남동,,,
37.51308465,126.6773578,서인천연합치과의원,,+82 32 576 5340,2020-08-28,dentist,,,서달로149번길,12-11,석남동,,,
37.51279252,126.6786298,이승철소아과의원,,+82 32 583 7523,2020-08-28,doctors,,,서달로,159,석남동,,2,201
37.49565534,126.6826973,문정식내과의원,,+82 32 583 2246,2020-08-28,doctors,,,원적로,103,가좌동,,,
37.51045068,126.6722691,김성철신경외과의원,,+82 32 583 7582,2020-08-28,doctors,,,가정로,287,석남동,,,
37.5167226,126.6731423,마리아산부인과의원,,+82 32 575 8870,2020-08-28,doctors,,,가정로,358,가정동,,,
37.51738973,126.6731757,양영표내과의원,"인천광역시 서구 가정로 364-1, 3층 (가정동, 창대빌딩)",+82 32 576 9164,2020-08-28,doctors,,,가정로,364-1,,,3,
37.5134055,126.6690158,중앙외과의원,"인천광역시 서구 율도로 62-1, 3,4층 (석남동)",+82 32 571 7136,2020-08-28,doctors,,,율도로,62-1,석남동,,,
37.5029314,126.671848,연세열린내과의원,,+82 32 579 6090,2020-08-28,doctors,,,가정로,201-1,석남동,,,
37.49501687,126.6828103,가좌연세소아과의원,,+82 32 575 5275,2020-08-28,doctors,,,원적로,100,가좌동,,,
37.54262715,126.6763726,자혜정형외과의원,,+82 32 567 5571,2020-08-28,doctors,,,서곶로,281,심곡동,,,
37.51240742,126.6724042,서인천뉴욕치과의원,,+82 32 571 4074,2020-08-28,dentist,,,가정로,309,석남동,,,303
37.50247197,126.6718561,김성진한의원,,+82 32 573 0114,2020-08-28,doctors,acupuncture,,가정로,199,석남동,,,
37.51689744,126.6726641,오세건치과의원,,+82 32 577 1838,2020-08-28,dentist,,,가정로,359,신현동,,,
37.49501687,126.6828103,최비뇨기과의원,,+82 32 579 7575,2020-08-28,doctors,,,원적로,100,가좌동,,,
37.49961769,126.673637,연세한의원,,+82 32 581 2260,2020-08-28,doctors,acupuncture,,석남로110번길,14,석남동,,,
37.51944582,126.6733316,오승훈치과의원,,+82 32 564 3948,2020-08-28,dentist,,,가정로,388,가정동,,,
37.49571675,126.6712745,플랜트치과의원,,+82 32 579 2828,2020-08-28,dentist,,,가정로,123,가좌동,,2,
37.49501687,126.6828103,다인안과의원,"인천광역시 서구 원적로 100, 5층 (가좌동, 가좌로얄프라자)",+82 32 579 0088,2020-08-28,doctors,,,원적로,100,,,5,
37.49501687,126.6828103,하이큐홍내과의원,"인천광역시 서구 원적로 100, 4층 (가좌동, 가좌로얄프라자)",+82 32 582 5430,2020-08-28,doctors,,,원적로,100,,,4,
37.49501687,126.6828103,두진규치과의원,,+82 32 581 1443,2020-08-28,dentist,,,원적로,100,가좌동,,6,
37.51738973,126.6731757,명메디칼스킨남성의원,"인천광역시 서구 가정로 364-1, 6층 (가정동, 창대빌딩)",+82 32 561 7564,2020-08-28,doctors,,,가정로,364-1,,,6,
37.51887016,126.673421,바르다경희한의원,,+82 32 572 9521,2020-08-28,doctors,acupuncture,,가정로,382,가정동,,,
37.51738973,126.6731757,정순민치과의원,"인천광역시 서구 가정로 364-1, 2층 (가정동, 창대빌딩)",+82 32 575 9701,2020-08-28,dentist,,,가정로,364-1,,,2,
37.50276507,126.6722807,김안과의원,,+82 32 575 6359,2020-08-28,doctors,,,가정로,202,석남동,,,
37.49501687,126.6828103,다인이비인후과의원,,+82 32 575 0614,2020-08-28,doctors,,,원적로,100,가좌동,,,
37.51329063,126.6724225,신석치과의원,"인천광역시 서구 가정로 317, A동 302호 (석남동, 두성상가)",+82 32 572 6000,2020-08-28,dentist,,,가정로,317,,A,,302
37.60197566,126.6586756,김준영치과의원,,+82 32 562 7575,2020-08-28,dentist,,,완정로,160,마전동,,2,
37.50382375,126.6718775,세일정형외과의원,,+82 32 575 2255,2020-08-28,doctors,,,가정로,213,석남동,,,
37.49386787,126.6807723,베드로의원,,+82 32 571 9018,2020-08-28,doctors,,,원적로,77,가좌동,,,
37.51006548,126.6789041,코코메디칼의원,"인천광역시 서구 서달로 130 (석남동, 삼부빌딩)",+82 32 575 9011,2020-08-28,doctors,,,서달로,130,,,,
37.50296732,126.6726391,유앤박소아과의원,,+82 32 573 3297,2020-08-28,doctors,,,거북로,98,석남동,,,
37.51944582,126.6733316,장내과의원,,+82 32 566 5353,2020-08-28,doctors,,,가정로,388,가정동,,,
37.51848254,126.6726021,세종한의원,"인천광역시 서구 가정로 375, 305호 (신현동, 금강아미움)",+82 32 572 0362,2020-08-28,doctors,acupuncture,,가정로,375,,,,305
37.50297214,126.6722658,가인의원,,+82 32 575 3070,2020-08-28,doctors,,,가정로,204,석남동,,,
37.51364158,126.6723823,삼정당한의원,,+82 32 572 9871,2020-08-28,doctors,acupuncture,,율도로,91,신현동,,,
37.50276507,126.6722807,임내과의원,,+82 32 571 0668,2020-08-28,doctors,,,가정로,202,석남동,,,
37.50408132,126.6723479,석남한의원,,+82 32 571 0365,2020-08-28,doctors,acupuncture,,가정로,216,석남동,,,
37.4944705,126.6831026,안산한의원,,+82 32 577 0110,2020-08-28,doctors,acupuncture,,원적로96번길,8,가좌동,,2,
37.49501687,126.6828103,숭인한의원,"인천광역시 서구 원적로 100, 303호 (가좌동, 가좌로얄프라자)",+82 32 574 2562,2020-08-28,doctors,acupuncture,,원적로,100,,,,303
37.4933967,126.6845801,한솔치과의원,,+82 32 577 2875,2020-08-28,dentist,,,원적로96번길,26,가좌동,,,
37.49471663,126.6833583,차인종산부인과의원,,+82 32 571 6607,2020-08-28,doctors,,,원적로100번길,8,가좌동,,,
37.49535466,126.6823972,박윤현치과의원,,+82 32 573 0088,2020-08-28,dentist,,,원적로,99,가좌동,,,
37.48890456,126.6825104,연세해맑은치과의원,,+82 32 576 8288,2020-08-28,dentist,,,장고개로,277-1,가좌동,,,
37.50354957,126.6723347,이엔치과의원,,+82 32 282 2875,2020-08-28,dentist,,,가정로,212,석남동,,5,
37.49278194,126.6860157,임진영소아청소년과의원,"인천광역시 서구 장고개로337번길 7, 2층 (가좌동, 모건베스트원상가)",+82 32 576 0870,2020-08-28,doctors,,,장고개로337번길,7,,,2,
37.50276507,126.6722807,성신한의원,,+82 32 571 4050,2020-08-28,doctors,acupuncture,,가정로,202,석남동,,,
