위도,경도,operator,addr:full
37.5910096,127.0032284,성북동,서울특별시 성북구 성북로 37 성북동 주민센터 후문 주차장
37.5910096,127.0032284,성북동,서울특별시 성북구 성북로 37 성북동 주민센터 후문 주차장 앞 도로
37.5911454,127.0079042,성북동,서울특별시 성북구 동소문로3길 69(삼선중학교)
37.59405236,126.9987771,성북동,서울특별시 성북구 성북로 102-10(성북초등학교)
37.5940995,127.0032562,성북동,서울특별시 성북구 성북로 14가길 23(홍익사대부고)
37.5940409,126.9912731,성북동,서울특별시 성북구 성북로 31길 5-15(서울다원학교)
37.5921622,127.004745,성북동,서울특별시 성북구 성북로 8다길 17
37.5929667,126.9912446,성북동,서울특별시 성북구 성북로 29길 26-21
37.59233635,127.0111599,성북동,서울특별시 성북구 동소문로3길 101(송산아파트 101동 앞)
37.59233635,127.0111599,성북동,서울특별시 성북구 동소문로3길 101(송산아파트 103동 앞)
37.59084392,127.0146425,삼선동,서울특별시 성북구 보문로 190
37.5856164,127.0074398,삼선동,서울특별시 성북구 삼선교로4길 47-1
37.6041499,127.0284669,돈암1동,서울특별시 성북구 정릉로 404 현대아파트 경로당 앞
37.60385912,127.0276322,돈암1동,서울특별시 성북구 정릉로 402-16 범양아파트 관리사무소 앞
37.6024713,127.0281433,돈암1동,서울특별시 성북구 정릉로 52길 46 성일우리미아파트 101동 앞
37.602143,127.0262382,돈암1동,서울특별시 성북구 정릉로 388 동부센트레빌아파트 104동 앞
37.5972816,127.0208682,돈암1동,서울특별시 성북구 동소문로31길 6-1 대성유니드아파트 지하주차장
37.5960076,127.0231576,돈암1동,서울특별시 성북구 북악산로 913 풍림아파트 101동 앞
37.5960076,127.0231576,돈암1동,서울특별시 성북구 북악산로 913  풍림아파트 106동 앞
37.599028,127.0233899,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 108동 앞
37.599028,127.0233899,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 107동 앞
37.599028,127.0233899,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 관리사무소 앞
37.599028,127.0233899,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 102동 앞
37.599028,127.0233899,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 101동 앞
37.599028,127.0233899,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 103동 옆
37.5908381,127.0171039,돈암1동,서울특별시 성북구 동소문로 34길 73 금호어울림아파트 105동 옆
37.5908381,127.0171039,돈암1동,서울특별시 성북구 동소문로 34길 73 금호어울림아파트 104동 앞
37.5908381,127.0171039,돈암1동,서울특별시 성북구 동소문로 34길 73 금호어울림아파트 103동 관리사무소 앞
37.5975955,127.01787,돈암2동,서울특별시 성북구 북악산로 844 돈암브라운스톤아파트 101동과 102동 사이
37.5975955,127.01787,돈암2동,서울특별시 성북구 북악산로 844 돈암브라운스톤아파트 관리사무소 옆
37.5975955,127.01787,돈암2동,서울특별시 성북구 북악산로 844 돈암브라운스톤아파트 115동과 116동 앞
37.5975955,127.01787,돈암2동,서울특별시 성북구 북악산로 844 돈암브라운스톤아파트 104동 앞
37.5974374,127.0100538,돈암2동,서울특별시 성북구 아리랑로5길 85 돈암동더騁팎컷 107동 후문 앞
37.5974374,127.0100538,돈암2동,서울특별시 성북구 아리랑로5길 85 돈암동더騁팎컷 101동 쓰레기장
37.5986227,127.0150616,돈암2동,서울특별시 성북구 아리랑로 68 돈암힐스테이트아파트 101동 재활용쓰레기장
37.5986227,127.0150616,돈암2동,서울특별시 성북구 아리랑로 68 돈암힐스테이트아파트 103동 재활용쓰레기장
37.5986227,127.0150616,돈암2동,서울특별시 성북구 아리랑로 68 돈암힐스테이트아파트 105동 재활용쓰레기장
37.5979805,127.0129354,돈암2동,서울특별시 성북구 아리랑로5길 50-8 동소문현대아파트 101동 관리실 옆
37.5973054,127.0119665,돈암2동,서울특별시 성북구 아리랑로5길 92 신일해피트리아파트 105동 분리수거장
37.5991068,127.0137948,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 102동 재활용수거장
37.5991068,127.0137948,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 103동 재활용수거장
37.5991068,127.0137948,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 104동 재활용수거장
37.5991068,127.0137948,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 105동 재활용수거장
37.5991068,127.0137948,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 107동 재활용수거장(1)
37.5991068,127.0137948,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 107동 재활용수거장(2)
37.5991068,127.0137948,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 108동 재활용수거장
37.6008239,127.0125842,돈암2동,서울특별시 성북구 아리랑로 89 일신건영휴먼빌아파트 101동 옆
37.6008239,127.0125842,돈암2동,서울특별시 성북구 아리랑로 89 일신건영휴먼빌아파트 109동 뒤
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 205동 1-2라인 초소 앞"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 204동 3-4라인 분리수거장 옆"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 202동 쓰레기장 옆"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 112동 앞"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 206동 1-2라인 앞"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 208동 관리사무실 뒤"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 202동 앞"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 209동 승강기 4호기 앞"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 102동 경비실 뒤"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 104동 전화박스 뒤"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 105동 분리수거장 옆"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 106동 음식물수거통 옆"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 212동 3-4라인 앞"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 213동 경비실 앞"
37.5947663,127.0104379,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 215동 경비실 뒤"
37.5881284,127.0250507,안암동,서울특별시 성북구 인촌로17가길 46
37.58520598,127.0230105,안암동,서울특별시 성북구 인촌로14길 28
37.5814922,127.0249426,안암동,서울특별시 성북구 안암로9길 30
37.5823338,127.0248274,안암동,서울특별시 성북구 안암로9나길 14
37.5811249,127.0257444,안암동,서울특별시 성북구 안암로9가길 9-16
37.5893024,127.0238533,안암동,서울특별시 성북구 인촌로17가길 64
37.5854796,127.0168301,보문동,서울특별시 성북구 지봉로21길 19 보문 아이파크 아파트
37.5841368,127.0209204,보문동,서울특별시 성북구 인촌로2길 37 보문 하우스토리
37.5810281,127.0174344,보문동,서울특별시 성북구 보문사길 112 아남아파트
37.582544,127.016151,보문동,서울특별시 성북구 낙산길 255 e편한세상
37.5878373,127.0190625,보문동,서울특별시 성북구 인촌로5길 53 성암교회
37.5803328,127.0227896,보문동,서울특별시 성북구 안암로3길 35 보문동주민센터
37.6008216,127.021396,정릉1동,서울특별시 성북구 동소문로35길 47 앞
37.60081251,127.0144723,정릉1동,서울특별시 성북구 북악산로 809 정릉1동 주민센터 옆
37.60081251,127.0144723,정릉1동,서울특별시 성북구 북악산로 809  우성아파트 105 동 앞
37.60029319,127.0171085,정릉1동,서울특별시 성북구 북악산로 825-24 정릉힐스테이트1차 아파트
37.5995886,127.0166785,정릉1동,서울특별시 성북구  북악산로 828 정릉스카이쌍용아파트
37.59930193,127.0182724,정릉1동,서울특별시 성북구 북악산로 845 정릉쌍용아파트
37.599785,127.0193858,정릉1동,서울특별시 성북구 북악산로 851 정릉2차e-편한세상아파트
37.602857,127.0156388,정릉1동,서울특별시 성북구 정릉로 292 정릉힐스테이트아파트
37.6032405,127.0182023,정릉1동,서울특별시 성북구 정릉로 307 길음뉴타운10단지라온유아파트
37.6042574,127.0171799,정릉1동,서울특별시 성북구 정릉로 305 경남아파트
37.6062852,127.0160546,정릉1동,서울특별시 성북구 서경로 28 태영아파트
37.6061668,127.0099721,정릉2동,서울특별시 성북구 보국문로 19 정릉푸르지오아파트 관리사무소 앞
37.6061668,127.0099721,정릉2동,서울특별시 성북구 보국문로 19 정릉푸르지오아파트 106동 앞
37.6111163,127.0136464,정릉2동,서울특별시 성북구 서경로 91 청구아파트 내
37.6075032,127.0141959,정릉2동,서울특별시 성북구 서경로 31 푸른마을동아아파트 103동 옆
37.6037774,127.0105236,정릉2동,서울특별시 성북구 정릉로26길 8 중앙하이츠2단지아파트 205동 앞
37.6037774,127.0105236,정릉2동,서울특별시 성북구 정릉로26길 8 중앙하이츠2단지아파트 207동 앞
37.6037774,127.0105236,정릉2동,서울특별시 성북구 정릉로26길 8 중앙하이츠2단지아파트 209동 앞
37.6031585,127.0079666,정릉2동,서울특별시 성북구 정릉로24길 85 정수빌라 관리사무소 앞
37.6026922,127.0095187,정릉2동,서울특별시 성북구 아리랑로19길 60 중앙하이츠1단지아파트 입구
37.6016357,127.0089234,정릉2동,서울특별시 성북구 아리랑로 19길 86 대주피오레아파트 202동 앞
37.6016357,127.0089234,정릉2동,서울특별시 성북구 아리랑로 19길 86 대주피오레아파트 204동 앞
37.59893888,127.0103818,정릉2동,서울특별시 성북구 북악산로3길 37-1 장수경로당 앞
37.5998095,127.0072308,정릉2동,서울특별시 성북구 북악산로 713 산장빌라 관리사무실 앞
37.5997164,127.0058052,정릉2동,서울특별시 성북구 북악산로1길 16 상신하이츠빌리지 앞
37.6003233,127.0099374,정릉2동,서울특별시 성북구 북악산로 746 우방아파트 101동 앞
37.5998096,127.0105637,정릉2동,서울특별시 성북구 북악산로 742-12 우정에쉐르아파트 정문 입구
37.60185794,127.0120129,정릉2동,서울특별시 성북구 아리랑로19가길 21 꿈에그린2단지아파트 202동 앞
37.60185803,127.0111115,정릉2동,서울특별시 성북구 아리랑로19가길 20 꿈에그린1단지아파트 정문 입구
37.60185794,127.0120129,정릉2동,서울특별시 성북구 아리랑로19가길 21 꿈에그린2단지아파트 201동 지하주차장
37.60185803,127.0111115,정릉2동,서울특별시 성북구 아리랑로19가길 20 꿈에그린1단지아파트 102동 지하주차장
37.60185803,127.0111115,정릉2동,서울특별시 성북구 아리랑로19가길 20 꿈에그린1단지아파트 103동 지하주차장
37.6044321,127.0111276,정릉2동,서울특별시 성북구 정릉로26길 1 정릉2동주민센터 앞
37.6038358,127.0076054,정릉2동,서울특별시 성북구 정릉로24길 58 정수초교 내
37.6039265,127.013379,정릉2동,서울특별시 성북구 정릉로 279 숭덕초교 내
37.6089139,127.0041674,정릉3동,서울특별시 성북구 솔샘로1길6-3 
37.6059248,126.9968932,정릉3동,서울특별시 성북구 정릉로10다길49
37.6122399,127.0052794,정릉3동,서울특별시 성북구 솔샘로17길25
37.6147941,126.9993894,정릉3동,서울특별시 성북구 보국문로29길98-1
37.6071025,127.0018969,정릉3동,서울특별시 성북구 정릉로12길22 
37.6063236,127.0082587,정릉3동,서울특별시 성북구 정릉로21길21
37.6077977,127.0058992,정릉3동,서울특별시 성북구 정릉로185-4
37.6098269,127.001572,정릉3동,서울특별시 성북구 정릉로161
37.6067612,127.0017022,정릉3동,서울특별시 성북구 정릉로12길41
37.6133347,127.006991,정릉4동,서울특별시 성북구 보국문로 106-1 정릉4동주민센터내
37.616948,127.0081234,정릉4동,서울특별시 성북구 솔샘로25길 20 풍림아이원관리사무소
37.6144259,127.0077456,정릉4동,서울특별시 성북구 보국문로 116 정릉힐스테이트관리사무소
37.615258,127.0101574,정릉4동,서울특별시 성북구 솔샘로24길 15 정릉e편한세상관리사무소
37.6166689,127.0026616,정릉4동,서울특별시 성북구 보국문로 167 산장아파트관리사무소
37.6171122,127.000951,정릉4동,서울특별시 성북구 보국문로 183 정릉피오레아파트관리사무소
37.6171031,126.9987128,정릉4동,서울특별시 성북구 보국문로37길 14-5정릉한일유앤아이관리사무소
37.6186213,126.9999804,정릉4동,서울특별시 성북구 보국문로36길 26 풍산쉐르빌 경비실
37.6034669,127.0245562,길음1동,서울특별시 성북구 동소문로248 삼부A 재활용장
37.6138327,127.0158929,길음1동,서울특별시 성북구 길음로141 신안A 입구
37.6081517,127.0198921,길음1동,서울특별시 성북구 길음로13길11 경로당앞
37.6132648,127.0159717,길음1동,서울특별시 성북구 길음로 135 동앞
37.6058638,127.0203016,길음1동,서울특별시 성북구 길음로9길40 래미안1단지 1경비초소
37.6058638,127.0203016,길음1동,서울특별시 성북구 길음로9길40 래미안1단지 2경비초소
37.6058638,127.0203016,길음1동,서울특별시 성북구 길음로9길40 래미안1단지 3경비초소
37.6108287,127.0179463,길음1동,서울특별시 성북구 길음로 119 211동앞
37.6108287,127.0179463,길음1동,서울특별시 성북구 길음로 119 222동앞
37.6108287,127.0179463,길음1동,서울특별시 성북구 길음로119 227동앞
37.6094589,127.0173742,길음1동,서울특별시 성북구 길음로13길39 308동앞
37.6094589,127.0173742,길음1동,서울특별시 성북구 길음로13길39 304동 경로당앞
37.6119424,127.0194697,길음1동,서울특별시 성북구 길음로118 417동앞
37.6119424,127.0194697,길음1동,서울특별시 성북구 길음로118 401동앞
37.6119424,127.0194697,길음1동,서울특별시 성북구 길음로118 426동앞
37.6097759,127.0206116,길음1동,서울특별시 성북구 길음로74 래미안505동1초소앞
37.6097759,127.0206116,길음1동,서울특별시 성북구 길음로74 래미안508동3초소앞
37.6097759,127.0206116,길음1동,서울특별시 성북구 길음로74 래미안512동 관리실옆
37.6063008,127.0228112,길음1동,서울특별시 성북구 길음로16 604동앞
37.6063008,127.0228112,길음1동,서울특별시 성북구 길음로16 관리소옆
37.6063008,127.0228112,길음1동,서울특별시 성북구 길음로16 후문경비실옆
37.6095887,127.0186795,길음1동,서울특별시 성북구 길음로13길22 관리사무소옆
37.6075197,127.018009,길음1동,서울특별시 성북구 길음로33 813동
37.6075197,127.018009,길음1동,서울특별시 성북구 길음로33 817동
37.6075197,127.018009,길음1동,서울특별시 성북구 길음로33 821동
37.6075197,127.018009,길음1동,서울특별시 성북구 길음로33 806동
37.6075197,127.018009,길음1동,서울특별시 성북구 길음로33 811동
37.6035622,127.0198289,길음1동,서울특별시 성북구 길음로9길50 903동
37.6035622,127.0198289,길음1동,서울특별시 성북구 길음로9길50 908동
37.6035622,127.0198289,길음1동,서울특별시 성북구 길음로9길50 909동
37.6035622,127.0198289,길음1동,서울특별시 성북구 길음로9길50 906동
37.6035622,127.0198289,길음1동,서울특별시 성북구 길음로9길50 907동
37.6035622,127.0198289,길음1동,서울특별시 성북구 길음로9길50 914동
37.6035622,127.0198289,길음1동,서울특별시 성북구 길음로9길50 909동
37.6035622,127.0198289,길음1동,서울특별시 성북구 길음로9길50 952동
37.6093521,127.0249749,길음2동,서울특별시 성북구 숭인로2길61
37.6053836,127.0273201,길음2동,서울특별시 성북구 동소문로284
37.6064934,127.028997,길음2동,서울특별시 성북구 동소문로44길17
37.6050962,127.0309977,길음2동,서울특별시 성북구 종암로167
37.6067189,127.0272794,길음2동,서울특별시 성북구 삼양로2길70
37.6051498,127.0289805,길음2동,서울특별시 성북구 동소문로42나길24-3
37.5990053,127.0352017,종암동 ,서울특별시 성북구 종암로 98-8
37.5990941,127.0274681,종암동 ,서울특별시 성북구 종암로19다길 42-12 고려아파트 앞 
37.5953534,127.0366326,종암동 ,서울특별시 성북구 종암로 56 고려상가 앞
37.5918091,127.038122,종암동 ,서울특별시 성북구 회기로 11-9
37.6105228,127.0369217,월곡1동,서울특별시 성북구 오패산로 90 월곡3SH빌 
37.6108701,127.0389526,월곡1동,서울특별시 성북구 오패산로16가길 40 꿈의숲푸르지오아파트
37.6108701,127.0389526,월곡1동,서울특별시 성북구 오패산로16가길 40 꿈의숲푸르지오아파트
37.6108701,127.0389526,월곡1동,서울특별시 성북구 오패산로16가길 40 꿈의숲푸르지오아파트
37.6108701,127.0389526,월곡1동,서울특별시 성북구 오패산로16가길 40 꿈의숲푸르지오아파트
37.6105228,127.0369217,월곡1동,서울특별시 성북구 오패산로 90 래미안아파트 
37.6105228,127.0369217,월곡1동,서울특별시 성북구 오패산로 90 두산임대아파트
37.6105228,127.0369217,월곡1동,서울특별시 성북구 오패산로 90 두산위브아파트
37.6058701,127.0361708,월곡1동,서울특별시 성북구 오패산로 47 구동신아파트
37.6044161,127.0353254,월곡1동,서울특별시 성북구 오패산로3길 17 동신아파트 
37.6057725,127.034591,월곡1동,서울특별시 성북구 종암로36길 52 아남아파트
37.60578076,127.0478729,월곡2동,서울특별시 성북구 화랑로 152 주민센터 후문
37.6057268,127.0464834,월곡2동,서울특별시 성북구 화랑로15길 4 우남아파트 102동 경비실 앞
37.607923,127.0453013,월곡2동,서울특별시 성북구 장월로1길 28 관리사무소 앞
37.607923,127.0453013,월곡2동,서울특별시 성북구 장월로1길 28 115동 앞
37.607923,127.0453013,월곡2동,서울특별시 성북구 장월로1길 28 201동 앞
37.5990315,127.0421761,월곡2동,서울특별시 성북구 월곡로14길 26 월곡루나밸리 103동 앞
37.5976139,127.0419259,월곡2동,서울특별시 성북구 회기로5길 142 관리사무소 옆 집하장
37.5962529,127.0413171,월곡2동,서울특별시 성북구 회기로5길 100 주차장 입구 안쪽
37.6017142,127.0404475,월곡2동,서울특별시 성북구 화랑로 76 코업스타클래스 3층 주차장
37.6140366,127.0436453,장위1동,서울특별시 성북구 장위로 61 장위1동주민센터 주차장 옆
37.6148747,127.0480045,장위1동,서울특별시 성북구 장월로 101 장위중앙교회 옆
37.6121554,127.0586838,장위2동,서울특별시 성북구 성북구 화랑로271
37.6103478,127.055175,장위2동,서울특별시 성북구 성북구 화랑로235
37.6129248,127.0504589,장위2동,서울특별시 성북구 성북구 장위로 122-3
37.6165205,127.0565989,장위3동,서울특별시 성북구 한천로657 장위3동주민센터
37.6186278,127.0557873,장위3동,서울특별시 성북구 한천로95길 28
37.6133833,127.0576455,장위3동,서울특별시 성북구 화랑로37길 42
37.6224216,127.0477689,장위3동,서울특별시 성북구 한천로101길54
37.6231809,127.049523,장위3동,서울특별시 성북구 한천로101길 18
37.62034,127.0470739,장위3동,서울특별시 성북구 월계로36길27
37.6062279,127.0656478,장위3동,서울특별시 성북구 한천로 509
37.6126112,127.0687734,석관동,서울특별시 성북구 화랑로48-16   두산@ 110동 앞
37.6126112,127.0687734,석관동,서울특별시 성북구 화랑로48-16   두산@ 114동 앞
37.6126112,127.0687734,석관동,서울특별시 성북구 화랑로48-16  두산@ 124동 앞
37.6110433,127.0667044,석관동,서울특별시 성북구 한천로76길 73 중앙파이츠@ 1동 앞
37.6110433,127.0667044,석관동,서울특별시 성북구 한천로76길 73 중앙파이츠@ 3동 앞
37.6099646,127.0656657,석관동,서울특별시 성북구 한천로68길 51 삼성@ 101동 앞
37.6062279,127.0656478,석관동,서울특별시 성북구 한천로 509 코오롱@ 104동 앞
37.6062279,127.0656478,석관동,서울특별시 성북구 한천로 509 코오롱@ 106동 앞
37.6074789,127.0534864,석관동,서울특별시 성북구 화랑로210-26 신동아파밀리에@ 101동 앞
37.6074789,127.0534864,석관동,서울특별시 성북구 화랑로210-26 신동아파밀리에@ 104동 앞
37.6084534,127.0545591,석관동,서울특별시 성북구 화랑로 214 삼성래미안@ 102동 앞
37.6084534,127.0545591,석관동,서울특별시 성북구 화랑로 214 삼성래미안@ 107동 앞
37.6084534,127.0545591,석관동,서울특별시 성북구 화랑로 214 삼성래미안@ 110동 앞
37.6084534,127.0545591,석관동,서울특별시 성북구 화랑로 214 삼성래미안@ 113동 앞
37.6084534,127.0545591,석관동,서울특별시 성북구 화랑로 214 삼성래미안@ 108동 앞
37.61040424,127.0569046,석관동,서울특별시 성북구 화랑로 248 장위뉴타워 주차장
37.6066873,127.0582634,석관동,서울특별시 성북구 화랑로 32길 88  석관실버센터
37.6129258,127.0613958,석관동,서울특별시 성북구 화랑로 296 석관동주민센터
37.5939411,127.0203945,동선동 ,서울특별시 성북구 동소문로26길 27 주민센터 주차장
37.595164,127.014139,동선동 ,서울특별시 성북구 동소문로15길 99 한신휴아파트 주차장
37.5963117,127.013792,동선동 ,서울특별시 성북구 아리랑로5길 25 브라운스톤동선아파트 주차장
37.5979453,127.0133571,동선동 ,서울특별시 성북구 아리랑로 63 정덕초등학교
37.5938951,127.0232532,동선동 ,서울특별시 성북구 북악산로 918 성신초등학교
37.5938951,127.0232532,동선동 ,서울특별시 성북구 북악산로 918 성신여자중학교
37.5942881,127.0224064,동선동 ,서울특별시 성북구 동소문로26가길 80 성신여자고등학교
37.5860222,127.009734,삼선동,서울특별시 성북구 삼선교로10길 46 삼선1동노인정
37.5894118,127.0168327,삼선동,서울특별시 성북구 보문로 168 성북구청 
37.5873107,127.0117434,삼선동,서울특별시 성북구 삼선교로16길 35 삼선SK뷰아파트
37.5834821,127.0133839,삼선동,서울특별시 성북구 보문로29다길 31 삼선푸르지오아파트
37.5902678,127.0125187,삼선동,서울특별시 성북구 삼선교로23길 23 코오롱아파트
37.5820767,127.0135213,삼선동,서울특별시 성북구 낙산길 243-15 삼선현대힐스테이트
37.5915696,127.0145465,삼선동,서울특별시 성북구 보문로38길 11 돈암동일하이빌
