위도,경도,name,addr:full,phone,source:date,amenity,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
37.52245151,126.6634026,가정약국,,+82 32 246 4627,2020-08-28,pharmacy,,새오개로111번안길,19-1,신현동,,,107
37.5323839,126.6470464,송송약국,"인천광역시 서구 청라커낼로260번길 27, 130호 (청라동, 청라한신더휴커낼웨이)",+82 32 266 5200,2020-08-28,pharmacy,,청라커낼로260번길,27,,,,130
37.52208025,126.6648346,연세드림약국,,+82 32 572 9003,2020-08-28,pharmacy,,새오개로111번안길,32,신현동,,,102
37.51848254,126.6726021,사(4)층약국,"인천광역시 서구 가정로 375, 409호 일부, 410호 (신현동, 금강아미움)",+82 32 573 4995,2020-08-28,pharmacy,,가정로,375,,,,410
37.53388963,126.650289,블루팜약국,,+82 32 263 5116,2020-08-28,pharmacy,,중봉대로,610,청라동,,,105
37.54172212,126.6840832,가까운약국,"인천광역시 서구 심곡로100번길 30 (심곡동, 서일빌딩)",+82 32 566 0998,2020-08-28,pharmacy,,심곡로100번길,30,,,,
37.52647816,126.6697114,루원시티약국,"인천광역시 서구 염곡로 468, 106호 (가정동, 드림타워)",+82 32 564 8575,2020-08-28,pharmacy,,염곡로,468,,,,106
37.53212602,126.6568263,옵티마강남약국,"인천광역시 서구 청라에메랄드로 84, 106호 (청라동, 딜라이트타워2)",+82 32 865 2222,2020-08-28,pharmacy,,청라에메랄드로,84,,,,106
37.52638571,126.6711046,루원진약국,,+82 32 569 4880,2020-08-28,pharmacy,,염곡로464번길,15,가정동,,,106
37.53212602,126.6568263,신신약국,"인천광역시 서구 청라에메랄드로 78, 106호 (청라동, 딜라이트타워)",+82 32 565 0416,2020-08-28,pharmacy,,청라에메랄드로,78,,,,106
37.53233836,126.6556911,청라큰사랑약국,,+82 32 568 7729,2020-08-28,pharmacy,,청라에메랄드로,79,청라동,,,B12-B13
37.53386257,126.6455601,청라천사약국,"인천광역시 서구 청라커낼로288번길 10, 112호 (청라동, 더스페이스타워)",+82 32 572 8887,2020-08-28,pharmacy,,청라커낼로288번길,10,,,,112
37.49456871,126.6814046,가좌한마음약국,"인천광역시 서구 원적로 85, 210호 (가좌동, 우신프라자)",+82 32 571 7582,2020-08-28,pharmacy,,원적로,85,,,,210
37.53208948,126.6457279,두리약국,"인천광역시 서구 청라커낼로260번길 11, 105호 일부, 106호 (청라동, 진성프라자)",,2020-08-28,pharmacy,,청라커낼로260번길,11,,,,106
37.52242283,126.6648511,새오개약국,,+82 32 571 5553,2020-08-28,pharmacy,,새오개로111번안길,31,신현동,,,101
37.54409033,126.6750794,새봄약국,"인천광역시 서구 탁옥로 49, 404호 (심곡동, 제스트프라자)",+82 32 562 6610,2020-08-28,pharmacy,,탁옥로,49,,,,404
37.49501687,126.6828103,서광약국,"인천광역시 서구 원적로 100, 101~102호 (가좌동, 가좌로얄프라자)",+82 32 572 6635,2020-08-28,pharmacy,,원적로,100,,,,101-102
37.49278194,126.6860157,해봄약국,,+82 32 571 3857,2020-08-28,pharmacy,,장고개로337번길,7,가좌동,,,103
37.49526897,126.6844116,딸기약국,"인천광역시 서구 건지로 402, 402동 105호 (가좌동, 가좌한신휴플러스)",+82 32 573 5670,2020-08-28,pharmacy,,건지로,402,,,,105
37.60260123,126.65743,메디피아약국,,+82 32 562 0258,2020-08-28,pharmacy,,완정로,172,마전동,,,109
37.53209493,126.6509323,금빛약국,"인천광역시 서구 중봉대로586번길 9-4, 113호 (청라동, 쓰리엠타워)",+82 32 565 0531,2020-08-28,pharmacy,,중봉대로586번길,9-4,,,,113
37.56363436,126.6735565,큰사랑약국,,+82 32 565 7996,2020-08-28,pharmacy,,승학로,470,검암동,,,108
37.51633814,126.6758186,더사랑약국,,+82 70 4388 5131,2020-08-28,pharmacy,,가경주로40번길,20-10,가정동,,,1
37.49314401,126.6853535,일화약국,"인천광역시 서구 장고개로337번길 16, 408호 (가좌동, 가좌한신휴아파트 상가)",+82 32 576 9321,2020-08-28,pharmacy,,장고개로337번길,16,,,,408
37.51813807,126.673219,하늘약국,"인천광역시 서구 가정로 372, 1층 일부 (가정동)",+82 32 576 2020,2020-08-28,pharmacy,,가정로,372,가정동,,1,
37.51944582,126.6733316,세란약국,"인천광역시 서구 가정로 388, 1층 일부 (가정동)",+82 32 582 1682,2020-08-28,pharmacy,,가정로,388,가정동,,1,
37.59395092,126.6749328,올리브약국,"인천광역시 서구 원당대로 663, 103호 (마전동, 한종프라자)",+82 32 566 5505,2020-08-28,pharmacy,,원당대로,663,,,,103
37.52370315,126.6240684,행복온누리약국,,+82 32 567 0523,2020-08-28,pharmacy,,솔빛로,24,청라동,,,101-102
37.5927574,126.6956075,푸른솔약국,"인천광역시 서구 고산후로95번길 32, 102호 (당하동, 명진프라자)",+82 32 563 0236,2020-08-28,pharmacy,,고산후로95번길,32,,,,102
37.60254472,126.6556304,메디팜우리들약국,"인천광역시 서구 완정로 187, 101호 (왕길동, 마전메디컬센터)",+82 32 561 0978,2020-08-28,pharmacy,,완정로,187,,,,101
37.60147146,126.6587073,생동온누리약국,"인천광역시 서구 완정로 153, 101~102호 (왕길동, 이레메디칼센터)",+82 32 568 1589,2020-08-28,pharmacy,,완정로,153,,,,101-102
37.59510977,126.6722172,검단온누리약국,"인천광역시 서구 완정로 18, 104호 (마전동, 한윤메디칼)",+82 32 564 8894,2020-08-28,pharmacy,,완정로,18,,,,104
37.52720848,126.6697551,가온약국,"인천광역시 서구 봉오재3로 90 (가정동, 한일골드타워)",+82 32 567 0879,2020-08-28,pharmacy,,봉오재3로,90,,,,
37.53199817,126.6401292,청라로이약국,"인천광역시 서구 크리스탈로74번길 31, 109호 (청라동, 월드프라자)",+82 32 569 7725,2020-08-28,pharmacy,,크리스탈로74번길,31,,,,109
37.48944062,126.6788713,편안한약국,,+82 32 583 1133,2020-08-28,pharmacy,,원적로27번길,11,가좌동,,,
37.54412585,126.6758369,성누가약국,"인천광역시 서구 탁옥로 55 (심곡동, SM스카이빌)",+82 32 565 5250,2020-08-28,pharmacy,,탁옥로,55,,,,
37.50297214,126.6722658,옵티마정다운약국,,+82 32 579 4456,2020-08-28,pharmacy,,가정로,204,석남동,,,
37.5655515,126.6749827,행복한약국,"인천광역시 서구 승학로 497, 109호 (검암동, 검암프라자)",+82 70 7792 5502,2020-08-28,pharmacy,,승학로,497,,,,109
37.5134055,126.6690158,이삭약국,,+82 32 267 7582,2020-08-28,pharmacy,,율도로,62-1,석남동,,1,
37.53398199,126.6568157,청라온누리약국,"인천광역시 서구 청라에메랄드로102번길 8, 108호 (청라동, 우성메디피아)",+82 32 567 8212,2020-08-28,pharmacy,,청라에메랄드로102번길,8,,,,108
37.60227551,126.6565186,보성메디컬약국,"인천광역시 서구 완정로 179, 102~103호 (왕길동, 제이원검단메디컬프라자)",+82 32 567 0167,2020-08-28,pharmacy,,완정로,179,,,,102-103
37.53205115,126.6502542,청라중앙약국,"인천광역시 서구 중봉대로 588, 104호 (청라동, 청라센트럴프라자)",+82 32 569 5678,2020-08-28,pharmacy,,중봉대로,588,,,,104
37.5094653,126.6703751,삼육오사랑약국,"인천광역시 서구 칠천왕로33번길 14, 1층 일부 (석남동)",+82 32 575 6849,2020-08-28,pharmacy,,칠천왕로33번길,14,석남동,,1,
37.61355929,126.6856285,열린솔약국,"인천광역시 서구 검단로768번길 2, 105호 (불로동, 불로메디컬)",+82 32 565 3135,2020-08-28,pharmacy,,검단로768번길,2,,,,105
37.49299212,126.679001,건지약국,"인천광역시 서구 신진말로 30, 1층 (가좌동, 쌍용체육관)",+82 32 571 7572,2020-08-28,pharmacy,,신진말로,30,,,1,
37.54201278,126.6826749,성모사랑약국,,+82 32 565 2933,2020-08-28,pharmacy,,심곡로100번길,15,심곡동,,,
37.53214453,126.6529114,365열린약국,"인천광역시 서구 청라라임로 51, 105호 (청라동, 청라 에일린의뜰)",+82 70 8837 7582,2020-08-28,pharmacy,,청라라임로,51,,,,105
37.52930697,126.6656789,명문약국,"인천광역시 서구 봉오재3로 44, 101호 (가정동, 명문프라자)",+82 32 721 7220,2020-08-28,pharmacy,,봉오재3로,44,,,,101
37.61862742,126.6908971,조은나라약국,"인천광역시 서구 검단로 842, 206호 (불로동, 월드불로마트)",+82 32 565 4090,2020-08-28,pharmacy,,검단로,842,,,,206
37.55886607,126.6526799,경서메디칼약국,"인천광역시 서구 도요지로 22, 103호 (경서동, 대영프라자)",+82 32 562 4001,2020-08-28,pharmacy,,도요지로,22,,,,103
37.53256502,126.6502789,청라비젼약국,,+82 32 569 1057,2020-08-28,pharmacy,,중봉대로,594,청라동,,,
37.56518178,126.6749553,드림약국,"인천광역시 서구 승학로 498, 108호 (검암동, 서해프라자)",+82 70 7619 2828,2020-08-28,pharmacy,,승학로,498,,,,108
37.53341248,126.6401035,도담약국,"인천광역시 서구 청라루비로 93, 105호 (청라동, 루비타워)",+82 32 564 4333,2020-08-28,pharmacy,,청라루비로,93,,,,105
37.60993801,126.6704023,메디안약국,"인천광역시 서구 검단로623번길 4, 105호 (마전동, 세창프라자)",+82 32 567 2463,2020-08-28,pharmacy,,검단로623번길,4,,,,105
37.5923812,126.6707483,사랑탑약국,"인천광역시 서구 청마로19번길 3, 1층 (당하동, 드림빌딩)",+82 32 569 7117,2020-08-28,pharmacy,,청마로19번길,3,,,1,
37.59659357,126.6402804,열린온누리약국,,+82 70 8828 9179,2020-08-28,pharmacy,,단봉로,97-7,오류동,,,108
37.52946925,126.6656873,가정미소약국,,+82 32 567 3012,2020-08-28,pharmacy,,봉오재3로,42,가정동,,,102
37.52970839,126.665321,가정온누리약국,"인천광역시 서구 청중로 486, 105호 (가정동, 부일프라자)",+82 32 566 7809,2020-08-28,pharmacy,,청중로,486,,,,105
37.53338225,126.6516219,청라바다약국,"인천광역시 서구 중봉대로612번길 10-16, 105~106호 (청라동, 마르씨엘)",+82 32 568 3258,2020-08-28,pharmacy,,중봉대로612번길,10-16,,,,105-106
37.49745413,126.6719336,정온누리약국,"인천광역시 서구 가정로 142-1, 1층 (가좌동, 호진빌딩)",+82 32 577 7606,2020-08-28,pharmacy,,가정로,142-1,,,1,
37.50971766,126.6703819,성민대학약국,,+82 32 571 2812,2020-08-28,pharmacy,,길주로75번길,35,석남동,,1,
37.50947696,126.6698093,플러스약국,,+82 32 575 9917,2020-08-28,pharmacy,,칠천왕로33번길,18,석남동,,1,
37.53205115,126.6502542,건강약국,"인천광역시 서구 중봉대로 588, 503호 (청라동, 청라센트럴프라자)",+82 32 569 7718,2020-08-28,pharmacy,,중봉대로,588,,,,503
37.5421626,126.6783384,한마음한약국,"인천광역시 서구 심곡로 79, 3층 (심곡동, 우정상가)",+82 32 501 1145,2020-08-28,pharmacy,,심곡로,79,,,3,
37.51279252,126.6786298,우리약국,,+82 32 579 8150,2020-08-28,pharmacy,,서달로,159,석남동,,,102
37.55057562,126.6740933,연희연세약국,,+82 32 566 9380,2020-08-28,pharmacy,,서곶로369번길,24,연희동,,1,
37.53371902,126.6401206,마음편한약국,"인천광역시 서구 청라루비로 95, 108호 (경서동, 경연프라자)",+82 32 561 0524,2020-08-28,pharmacy,,청라루비로,95,,,,108
37.60192471,126.6565702,검단미래안약국,,+82 32 566 9037,2020-08-28,pharmacy,,검단로,469,왕길동,,,101
37.60282476,126.656486,착한약국,"인천광역시 서구 완정로 180, 1층 (마전동, 동화빌딩)",+82 32 563 7803,2020-08-28,pharmacy,,완정로,180,,,1,
37.54212114,126.6826957,토마토약국,"인천광역시 서구 심곡로100번길 17-3, 1~3층 (심곡동)",+82 32 567 5860,2020-08-28,pharmacy,,심곡로100번길,17-3,심곡동,,,
37.59237916,126.6705672,미소탑약국,"인천광역시 서구 청마로 17, 104~105호 (당하동, 준성빌딩)",+82 32 566 0182,2020-08-28,pharmacy,,청마로,17,,,,104-105
37.55035498,126.6737011,연세온누리약국,,+82 32 561 2212,2020-08-28,pharmacy,,승학로,321,연희동,,1,
37.53400038,126.6528893,대명약국,"인천광역시 서구 청라라임로 71, 111호 (연희동, 진영메디피아)",+82 32 569 5213,2020-08-28,pharmacy,,청라라임로,71,,,,111
37.60164249,126.6571075,산들약국,"인천광역시 서구 검단로 474, 102호 (왕길동, 뷰비스타운)",+82 32 564 9133,2020-08-28,pharmacy,,검단로,474,,,,102
37.53207737,126.6368353,호수약국,"인천광역시 서구 크리스탈로 78, 105호 (경서동, 엘림존)",+82 32 567 6756,2020-08-28,pharmacy,,크리스탈로,78,,,,105
37.54935999,126.6757671,백제당약국,,+82 32 562 3049,2020-08-28,pharmacy,,연희로,12,연희동,,1,
37.53666906,126.6569939,포도나무약국,"인천광역시 서구 청라에메랄드로 134, 104-1호 (청라동, 호반베르디움)",+82 70 4187 3625,2020-08-28,pharmacy,,청라에메랄드로,134,,,,104-1
37.59069418,126.6729636,함께약국,,+82 32 567 3828,2020-08-28,pharmacy,,서곶로,823,당하동,,1,
37.54415555,126.6736638,복지온누리약국,"인천광역시 서구 탁옥로 37, 1층 107호 (심곡동, 우리타워)",+82 32 568 5538,2020-08-28,pharmacy,,탁옥로,37,,,1,107
37.54357481,126.6765143,녹십자약국,,+82 32 566 8600,2020-08-28,pharmacy,,서곶로,293,심곡동,,1,
37.59323055,126.6976601,원당연세약국,"인천광역시 서구 원당대로 866, 201호 (당하동, 세브란스빌딩)",+82 32 569 2773,2020-08-28,pharmacy,,원당대로,866,,,,201
37.54485736,126.6816291,제일약국,"인천광역시 서구 심곡로 133, 111호 (심곡동, 대동상가)",+82 32 564 8421,2020-08-28,pharmacy,,심곡로,133,,,,111
37.50668159,126.6720192,시온약국,,+82 32 572 8279,2020-08-28,pharmacy,,길주로,91,석남동,,,
37.54229205,126.68267,크린팜대학약국,,+82 32 567 8874,2020-08-28,pharmacy,,심곡로100번길,17-5,심곡동,,1,
37.49694872,126.6831382,에버그린약국,,+82 32 582 7799,2020-08-28,pharmacy,,건지로,371,가좌동,,1,1
37.52563936,126.6309678,용한약국,,+82 32 561 0501,2020-08-28,pharmacy,,옥빛로,4,경서동,,,"103,4"
37.56670028,126.6826369,동안약국,,+82 70 7768 6776,2020-08-28,pharmacy,,승학로,567,검암동,,,101
37.61358187,126.6603702,참조은약국,,+82 32 438 8866,2020-08-28,pharmacy,,마전로5번길,22-1,마전동,,,101
37.60274932,126.6546075,검단제일약국,,+82 32 564 1588,2020-08-28,pharmacy,,완정로,197,왕길동,,,"103,104"
37.53336714,126.6502984,청라미래약국,,+82 32 715 6038,2020-08-28,pharmacy,,중봉대로,602,청라동,,1,
37.51848254,126.6726021,비타민약국,"인천광역시 서구 가정로 375, 310~311호 (신현동, 금강아미움)",+82 32 575 8899,2020-08-28,pharmacy,,가정로,375,,,,310-311
37.51738973,126.6731757,굿모닝약국,,+82 32 579 7571,2020-08-28,pharmacy,,가정로,364-1,가정동,,,
37.5968799,126.6993178,경희기경한약국,"인천광역시 서구 고산후로 148, 1층 일부 (원당동)",+82 32 561 1887,2020-08-28,pharmacy,,고산후로,148,원당동,,1,
37.51091113,126.6723515,석남우리약국,,+82 32 575 6006,2020-08-28,pharmacy,,가정로,291,석남동,,,
37.51723621,126.6731445,열린약국,,+82 32 579 4242,2020-08-28,pharmacy,,가정로,364,가정동,,1,
37.50382375,126.6718775,행복한약국,,+82 32 576 5100,2020-08-28,pharmacy,,가정로,213,석남동,,,
37.59265303,126.6967643,미약국,"인천광역시 서구 고산후로95번길 20, 108~109호 (당하동, 힘찬프라자)",+82 32 568 8998,2020-08-28,pharmacy,,고산후로95번길,20,,,,108-109
37.48974089,126.6799402,한샘약국,"인천광역시 서구 원적로 29, 나동 4호 (가좌동, 한샘상가)",+82 32 583 1536,2020-08-28,pharmacy,,원적로,29,나동,,,4
37.50987002,126.6695083,성민메디칼약국,,+82 32 577 6245,2020-08-28,pharmacy,,신석로,68,석남동,,,
37.5334429,126.6529899,청라유명약국,"인천광역시 서구 청라라임로 65, 108호 (청라동, 라임타워)",+82 32 563 0605,2020-08-28,pharmacy,,청라라임로,65,,,,108
37.59208742,126.6726672,검단튼튼약국,,+82 32 569 7535,2020-08-28,pharmacy,,청마로19번길,20,당하동,,,103
37.53030251,126.6478306,마트약국,"인천광역시 서구 청라커낼로 252, A동 140호 (경서동, 롯데캐슬)",+82 70 4120 1403,2020-08-28,pharmacy,,청라커낼로,252,,A,,140
37.59328607,126.6742991,프라자약국,,+82 32 565 8106,2020-08-28,pharmacy,,원당대로,660,당하동,,,101-1
37.53237628,126.6487436,이도약국,"인천광역시 서구 중봉대로 587, 지하2층 (경서동, 홈플러스 청라점)",+82 32 562 8050,2020-08-28,pharmacy,,중봉대로,587,,,-2,
37.53205115,126.6502542,봄약국,"인천광역시 서구 중봉대로 588, 302-1호 (연희동, 청라센트럴프라자)",+82 32 565 3419,2020-08-28,pharmacy,,중봉대로,588,,,,302-1
37.52530117,126.6297748,태평양약국,,+82 32 564 8070,2020-08-28,pharmacy,,푸른로,3,경서동,,,104
37.51887016,126.673421,한솔약국,"인천광역시 서구 가정로 382 (가정동, 새인천상가)",+82 32 572 7633,2020-08-28,pharmacy,,가정로,382,,,,
37.60247456,126.6542161,누리약국,"인천광역시 서구 검단로445번길 18, 107-1호 (왕길동, SM프라자)",+82 32 567 0344,2020-08-28,pharmacy,,검단로445번길,18,,,,107-1
37.60262669,126.6596718,사랑온누리약국,"인천광역시 서구 검단로 500 (마전동, 플러스빌딩)",+82 32 568 5706,2020-08-28,pharmacy,,검단로,500,,,,
37.50329226,126.6726899,거북시장약국,,+82 32 575 6881,2020-08-28,pharmacy,,거북로,97,석남동,,,
37.5203917,126.6733149,정다운온누리약국,"인천광역시 서구 가정로 398, 105호 (가정동, 서해프라자)",+82 32 584 9348,2020-08-28,pharmacy,,가정로,398,,,,105
37.59738865,126.6396884,하나약국,"인천광역시 서구 단봉로 107, 104호 (왕길동, 성우프라자)",+82 32 563 1558,2020-08-28,pharmacy,,단봉로,107,,,,104
37.59594378,126.6702661,한성메디칼약국,"인천광역시 서구 완정로 36, 1층 (마전동, 한성빌딩)",+82 32 567 5345,2020-08-28,pharmacy,,완정로,36,,,1,
37.60449244,126.6589363,단오약국,"인천광역시 서구 완정로178번길 31 (마전동, 목화아파트)",+82 32 563 3245,2020-08-28,pharmacy,,완정로178번길,31,,,,
37.56548679,126.6740331,늘건강온누리약국,,+82 32 569 2306,2020-08-28,pharmacy,,승학로,491,검암동,,,105
37.54348661,126.680714,원광한약국,,+82 32 564 7757,2020-08-28,pharmacy,,탁옥로98번길,1,심곡동,,,106
37.5029314,126.671848,정성약국,"인천광역시 서구 가정로 201-1, 1층 (석남동, 두일빌딩)",+82 32 579 0075,2020-08-28,pharmacy,,가정로,201-1,,,1,
37.50296732,126.6726391,조은약국,,+82 32 576 7530,2020-08-28,pharmacy,,거북로,98,석남동,,,
37.59394436,126.6970249,원당우리약국,"인천광역시 서구 원당대로 859, 107호 (원당동, 원당메디칼프라자)",+82 32 568 1591,2020-08-28,pharmacy,,원당대로,859,,,,107
37.61326655,126.6860414,성심약국,"인천광역시 서구 검단로768번1길 4, 1층 (불로동, 세인빌딩)",+82 32 564 5389,2020-08-28,pharmacy,,검단로768번1길,4,,,1,
37.59237108,126.6714506,메디탑약국,,+82 32 564 6924,2020-08-28,pharmacy,,청마로19번길,9,당하동,,,101
37.59452805,126.6645729,즐거운약국,"인천광역시 서구 원당대로 581 (마전동, 롯데마트)",+82 32 574 1651,2020-08-28,pharmacy,,원당대로,581,,,,
37.51240742,126.6724042,하나온누리약국,,+82 32 571 6956,2020-08-28,pharmacy,,가정로,309,석남동,,1,
37.54215808,126.6723073,연희우리약국,,+82 32 566 4258,2020-08-28,pharmacy,,심곡로,24,심곡동,,,
37.51848254,126.6726021,오렌지약국,"인천광역시 서구 가정로 375, 104호 (신현동, 금강아미움상가)",+82 32 563 2474,2020-08-28,pharmacy,,가정로,375,,,,104
37.4933967,126.6845801,가좌메디칼약국,,+82 32 579 8653,2020-08-28,pharmacy,,원적로96번길,26,가좌동,,,
37.58547445,126.6767246,검단마트약국,,+82 32 564 7588,2020-08-28,pharmacy,,서곶로,754,당하동,,,
37.54409414,126.6746154,그린약국,,+82 32 569 4037,2020-08-28,pharmacy,,탁옥로,45,심곡동,,,
37.50955216,126.6781213,메디팜약수약국,,+82 32 574 6815,2020-08-28,pharmacy,,서달로123번길,3,석남동,,,
37.60254472,126.6556304,마전메디칼약국,,+82 32 561 0396,2020-08-28,pharmacy,,완정로,187,왕길동,,,
37.51751879,126.6686261,성모약국,,+82 32 583 6083,2020-08-28,pharmacy,,원창로,174,신현동,,,"102,103"
37.49456871,126.6814046,동아메디칼약국,,+82 32 579 5793,2020-08-28,pharmacy,,원적로,85,가좌동,,,
37.60180142,126.6576142,백제약국,"인천광역시 서구 검단로 480 (왕길동, 검단리치웰프라자)",+82 32 569 7582,2020-08-28,pharmacy,,검단로,480,,,,
37.50321473,126.6746139,온누리이화약국,,+82 32 571 2569,2020-08-28,pharmacy,,거북로,115,석남동,,,
37.59254753,126.6759314,당하백화점약국,"인천광역시 서구 청마로167번길 8, 106호 (당하동, 강남프라자빌딩)",+82 32 564 8218,2020-08-28,pharmacy,,청마로167번길,8,,,,106
37.61842629,126.6930754,서울약국,"인천광역시 서구 검단로 836, 217호 (불로동, 월드상가)",+82 32 564 0030,2020-08-28,pharmacy,,검단로,836,,,,217
37.5494521,126.67675,새연희약국,,+82 32 567 3186,2020-08-28,pharmacy,,서곶로,355-1,연희동,,,
37.59831966,126.6676193,수약국,"인천광역시 서구 완정로 70, 211호 (마전동, 영남탑스빌아파트 상가)",+82 32 561 2920,2020-08-28,pharmacy,,완정로,70,,,,211
37.59414832,126.6950964,미소약국,"인천광역시 서구 원당대로 841 (원당동, 골든벨프라자)",+82 32 567 7772,2020-08-28,pharmacy,,원당대로,841,,,,
37.51327262,126.6732259,맑은약국,,+82 32 581 0580,2020-08-28,pharmacy,,명가골로,37,석남동,,,
37.51377621,126.6683305,신현프라자약국,,+82 32 575 1389,2020-08-28,pharmacy,,율도로,55,신현동,,,
37.59199662,126.6766206,당하메디칼약국,,+82 32 566 0771,2020-08-28,pharmacy,,청마로,163,당하동,,,
37.49764798,126.6707428,가좌마트약국,,+82 32 571 6555,2020-08-28,pharmacy,,가정로151번길,11,가좌동,,2,
37.61842629,126.6930754,참사랑약국,"인천광역시 서구 검단로 836, 212~213호 (불로동, 월드아파트 중앙상가)",+82 32 563 8810,2020-08-28,pharmacy,,검단로,836,,,,212-213
37.55027988,126.6822919,푸른약국,,+82 32 563 6490,2020-08-28,pharmacy,,심곡로194번길,1,공촌동,,,
37.56740074,126.6832358,연세약국,"인천광역시 서구 승학로 577, 111호 (검암동, 장은프라자)",+82 32 562 5620,2020-08-28,pharmacy,,승학로,577,,,,111
37.59558141,126.6700913,위드팜100세약국,"인천광역시 서구 완정로 35 (마전동, 대운프라자)",+82 32 565 1201,2020-08-28,pharmacy,,완정로,35,,,,
37.49501687,126.6828103,성심메디팜약국,,+82 32 575 5556,2020-08-28,pharmacy,,원적로,100,가좌동,,,
37.49570458,126.671795,정든약국,,+82 32 581 9916,2020-08-28,pharmacy,,가정로,124,가좌동,,,
37.49456871,126.6814046,성호약국,"인천광역시 서구 원적로 85, 310호 (가좌동, 우신프라자)",+82 32 572 5999,2020-08-28,pharmacy,,원적로,85,,,,310
37.54262715,126.6763726,한사랑약국,,+82 32 568 5711,2020-08-28,pharmacy,,서곶로,281,심곡동,,,
37.49565534,126.6826973,굿윌드림약국,,+82 32 574 4793,2020-08-28,pharmacy,,원적로,103,가좌동,,,
37.51738466,126.6727233,천사약국,,+82 32 579 8735,2020-08-28,pharmacy,,가정로,363,신현동,,,
37.51779537,126.6731912,푸른건강약국,,+82 32 571 9206,2020-08-28,pharmacy,,가정로,370,가정동,,,
37.60254472,126.6556304,그린온누리약국,"인천광역시 서구 완정로 187, 103호 (왕길동, 마전메디칼센타)",+82 32 561 1775,2020-08-28,pharmacy,,완정로,187,,,,103
37.48974089,126.6799402,메디팜성모약국,,+82 32 576 2028,2020-08-28,pharmacy,,원적로,29,가좌동,,,
37.48874461,126.6835196,한결약국,,+82 32 584 0457,2020-08-28,pharmacy,,고래울로,4,가좌동,,,
37.50974838,126.6707094,중앙약국,,+82 32 582 5919,2020-08-28,pharmacy,,길주로75번길,36,석남동,,,
37.51358672,126.6651102,대학약국,,+82 32 574 6237,2020-08-28,pharmacy,,새오개로,37,석남동,,,
37.51236746,126.6728573,그랜드약국,,+82 32 581 8449,2020-08-28,pharmacy,,가정로,308,석남동,,,
37.51306369,126.6779011,한국약국,,+82 32 581 9297,2020-08-28,pharmacy,,서달로163번길,9,석남동,,,
37.50291137,126.6732734,보건약국,"인천광역시 서구 거북로 104 (석남동, 한승빌딩)",+82 32 582 2761,2020-08-28,pharmacy,,거북로,104,,,,
37.48695753,126.6856767,옥신온누리약국,,+82 32 577 8963,2020-08-28,pharmacy,,고래울로,29,가좌동,,,
37.49477112,126.6825884,사랑의약국,,+82 32 577 4241,2020-08-28,pharmacy,,원적로,96,가좌동,,,
37.50276507,126.6722807,청우약국,,+82 32 571 2455,2020-08-28,pharmacy,,가정로,202,석남동,,,
37.49593493,126.677072,가좌약국,,+82 32 571 3183,2020-08-28,pharmacy,,건지로318번길,32,가좌동,,,
37.49335406,126.6799445,명성약국,,+82 32 577 6558,2020-08-28,pharmacy,,신진말로,37-1,가좌동,,,
37.50309098,126.670013,자생약국,,+82 32 571 6066,2020-08-28,pharmacy,,거북로,74-1,석남동,,,
37.50312231,126.6768209,늘봄약국,,+82 32 573 6012,2020-08-28,pharmacy,,길주로136번길,32-1,석남동,,1,
